realisation,run_source,delta_v_kms,velocity_sigma_kms,velocity_direction_angle_rad,velocity_seed,stage1_fracture_scale_pc,archived_stage1_fracture_scale_pc,stage1_fracture_abs_error_pc,exact_spatial_reconstruction,stage1_groups,stage1_grouped_stars,forward_s2_first_significant_flags,forward_s2_first_accepted_splits,forward_s2_first_final_groups,forward_s2_first_orphans,forward_s2_first_grouped_stars,forward_s3_second_significant_flags,forward_s3_second_accepted_splits,forward_s3_second_final_groups,forward_s3_second_orphans,forward_s3_second_grouped_stars,forward_mean_completeness,forward_mean_purity,forward_mean_jaccard,forward_templates_detected_ge50pct,forward_strict_recoveries_of_8,forward_overlap_best_groups_separate,forward_formal_overlap_resolved,forward_strict_overlap_resolved,reverse_s3_first_significant_flags,reverse_s3_first_accepted_splits,reverse_s3_first_final_groups,reverse_s3_first_orphans,reverse_s3_first_grouped_stars,reverse_s2_second_significant_flags,reverse_s2_second_accepted_splits,reverse_s2_second_final_groups,reverse_s2_second_orphans,reverse_s2_second_grouped_stars,reverse_mean_completeness,reverse_mean_purity,reverse_mean_jaccard,reverse_templates_detected_ge50pct,reverse_strict_recoveries_of_8,reverse_overlap_best_groups_separate,reverse_formal_overlap_resolved,reverse_strict_overlap_resolved,delta_completeness_reverse_minus_forward,delta_purity_reverse_minus_forward,delta_jaccard_reverse_minus_forward,delta_strict_recoveries_reverse_minus_forward,delta_formal_overlap_reverse_minus_forward,delta_strict_overlap_reverse_minus_forward,same_retention_fraction,elapsed_seconds
42,mc_0042,5.0,1.0,1.9603919540918155,20260867,17.023194609192984,17.023194609192984,0.0,True,102,2456,12,4,108,50,2406,0,0,108,0,2406,0.9187585382513661,0.8393626345329432,0.7607698955464048,7,7,True,False,False,1,1,103,9,2447,9,1,104,2,2445,0.998014856557377,0.8358148829474086,0.8341347050789776,8,8,True,True,True,0.07925631830601088,-0.003547751585534664,0.07336480953257274,1,1,1,0.9980166761110661,25.729856967926025
43,mc_0043,5.0,1.0,5.898033516486495,20260868,17.018653997656454,17.018653997656454,0.0,True,99,2460,12,3,102,83,2377,1,0,102,0,2377,0.9226647882513661,0.8572744742418784,0.7978110625503438,7,7,True,False,False,2,1,100,37,2423,12,3,105,34,2389,0.9406911714480874,0.8714643344098915,0.8147873055828347,8,7,True,True,False,0.01802638319672134,0.014189860168013047,0.0169762430324909,0,1,0,0.9983000080951996,24.975225687026978
44,mc_0044,5.0,1.0,3.249181330320122,20260869,17.00923872699247,17.00923872699247,0.0,True,99,2445,11,5,108,104,2341,0,0,108,0,2341,0.9176096411925426,0.9206566324285504,0.8509928484820881,7,7,True,False,False,1,1,101,54,2391,10,4,107,21,2370,0.9356360243892639,0.9112644912998635,0.8582857037934972,8,7,True,True,False,0.01802638319672123,-0.009392141128686915,0.007292855311409108,0,1,0,0.9976928681291994,22.514630794525146
45,mc_0045,5.0,1.0,0.9940215548393846,20260870,17.015217647302862,17.015217647302862,0.0,True,99,2433,14,6,109,111,2322,1,0,109,0,2322,0.8893549351092896,0.9172755667280947,0.811119121372277,7,6,True,False,False,2,1,101,38,2395,9,3,106,10,2385,0.9407552083333333,0.8833731687983093,0.832842072739196,8,7,True,True,False,0.05140027322404361,-0.033902397929785444,0.02172295136691893,1,1,0,0.9967214441835991,21.854756832122803
46,mc_0046,5.0,1.0,3.0725365675967677,20260871,17.038393596540367,17.038393596540367,0.0,True,101,2419,11,3,107,28,2391,1,0,107,0,2391,0.9262721994535519,0.869159683693661,0.8106922059970945,7,7,True,False,False,2,1,102,22,2397,10,3,107,15,2382,0.9381510416666667,0.8857571677508225,0.8266866549303097,8,7,True,True,False,0.01187884221311486,0.016597484057161438,0.015994448933215222,0,1,0,0.9982595320974662,21.73825716972351
47,mc_0047,5.0,1.0,2.2459574269861866,20260872,17.027820392426293,17.027820392426293,0.0,True,101,2412,11,4,105,60,2352,0,0,105,0,2352,0.9226647882513661,0.931186188525106,0.8617469498299533,7,7,True,False,False,1,1,102,23,2389,11,4,108,14,2375,0.9381190232240437,0.9301439162097671,0.8759763140719127,8,7,True,True,False,0.015454234972677616,-0.0010422723153389324,0.014229364241959419,0,1,0,0.9981785801019996,21.49627113342285
48,mc_0048,5.0,1.0,6.156419189995587,20260873,17.058791019808645,17.058791019808645,0.0,True,101,2400,10,4,108,37,2363,1,0,108,0,2363,0.9269232411202186,0.9035480855747934,0.8316380868719409,7,7,True,False,False,2,1,103,3,2397,10,4,108,20,2377,0.9407231898907104,0.9037879817138768,0.8453806900033999,8,7,True,True,False,0.013799948770491732,0.00023989613908337315,0.01374260313145903,0,1,0,0.9991095280498664,25.758551120758057
49,mc_0049,5.0,1.0,0.4718155738946969,20260874,17.00923872699247,17.00923872699247,0.0,True,100,2417,14,6,108,104,2313,0,0,108,0,2313,0.8893549351092896,0.9250007629967462,0.8238459380631651,7,6,True,False,False,1,1,102,35,2382,9,3,106,20,2362,0.9400721482240437,0.9143141440196609,0.8610694578592267,8,7,True,True,False,0.05071721311475408,-0.010686618977085227,0.037223519796061644,1,1,0,0.9969643001699992,25.800125122070312
50,mc_0050,5.0,1.0,1.6592258621588651,20260875,16.78242439092042,16.78242439092042,0.0,True,96,2355,10,4,101,70,2285,1,0,101,0,2285,0.8919187684356789,0.8818742934225793,0.7933836944373436,7,6,True,False,False,2,1,97,34,2321,10,4,102,54,2267,0.9093261284083565,0.8914410233403529,0.8110970087940323,8,6,True,True,False,0.017407359972677616,0.009566729917773631,0.01771331435668877,0,1,0,0.9980571521087995,24.362852811813354
51,mc_0051,5.0,1.0,5.944635666688441,20260876,17.023194609192984,17.023194609192984,0.0,True,102,2438,11,3,105,56,2382,0,0,105,0,2382,0.9226647882513661,0.9075049710848536,0.8397690786431504,7,7,True,False,False,1,1,103,34,2404,11,3,108,7,2397,0.94140625,0.9093103086044769,0.852435804242859,8,7,True,True,False,0.018741461748633892,0.0018053375196233068,0.012666725599708606,0,1,0,0.9978547721201327,25.635671138763428
52,mc_0052,5.0,1.0,2.3560243385325013,20260877,16.888866448176465,16.888866448176465,0.0,True,95,2362,9,5,102,90,2272,1,0,102,0,2272,0.9179843265396543,0.9480638232995453,0.8697813816974316,7,7,True,False,False,2,1,96,27,2335,9,5,103,49,2286,0.9366617514030424,0.9426193979332449,0.8816454478605513,8,7,True,True,False,0.01867742486338808,-0.005444425366300409,0.011864066163119746,0,1,0,0.9980571521087995,20.09872817993164
53,mc_0053,5.0,1.0,3.542578186235175,20260878,17.040104933363203,17.040104933363203,0.0,True,100,2462,12,5,108,105,2357,0,0,108,0,2357,0.9142263590887174,0.9106056850417752,0.84686572701347,7,7,True,False,False,1,1,101,65,2397,10,4,107,16,2381,0.9383042279411764,0.9130195840596766,0.8645952143117775,8,7,True,True,False,0.024077868852458995,0.0024138990179014552,0.01772948729830759,0,1,0,0.9974904881405326,21.14135503768921
54,mc_0054,5.0,1.0,1.1650672269440343,20260879,17.040104933363203,17.040104933363203,0.0,True,100,2418,12,6,107,63,2355,0,0,107,0,2355,0.8800484369516719,0.9375009120116944,0.8370889397917312,7,6,True,False,False,1,1,101,14,2404,12,6,110,43,2361,0.8955346903669725,0.9363642704678629,0.8523668628367342,8,6,True,True,False,0.015486253415300633,-0.0011366415438315292,0.015277923045003083,0,1,0,0.9986238160770663,21.60622787475586
55,mc_0055,5.0,1.0,2.645355570638942,20260880,17.040104933363203,17.040104933363203,0.0,True,101,2420,13,6,109,73,2347,2,1,110,7,2340,0.9071546779572485,0.9565125938646819,0.8651291133891583,7,7,True,False,False,2,1,102,26,2394,11,5,109,32,2362,0.9271662045965927,0.9490294682156684,0.8821709686048627,8,7,True,True,False,0.020011526639344246,-0.0074831256490135445,0.017041855215704338,0,1,0,0.9988666720634664,21.581830263137817
56,mc_0056,5.0,1.0,5.1772216675057745,20260881,17.040104933363203,17.040104933363203,0.0,True,102,2455,13,4,109,47,2408,0,0,109,0,2408,0.9239668715846995,0.8505306251678386,0.783787258449296,7,7,True,False,False,1,1,103,16,2439,12,3,108,16,2423,0.9400401297814207,0.8459225973123252,0.7925611681542639,8,7,True,True,False,0.01607325819672123,-0.004608027855513397,0.008773909704967942,0,1,0,0.9987452440702663,22.692914962768555
57,mc_0057,5.0,1.0,1.8111265983647078,20260882,16.830611544331223,16.830611544331223,0.0,True,96,2367,11,3,99,58,2309,0,0,99,0,2309,0.9179843265396543,0.8437228727841175,0.7697780272880195,7,7,True,False,False,1,1,97,26,2341,10,3,101,25,2316,0.9360427281789987,0.845287680676311,0.7943363378718069,8,7,True,True,False,0.018058401639344357,0.0015648078921934871,0.024558310583787435,0,1,0,0.9974500121427993,21.202409029006958
58,mc_0058,5.0,1.0,1.4645191527748094,20260883,17.027820392426293,17.027820392426293,0.0,True,102,2418,12,4,108,36,2382,3,1,109,10,2372,0.9226647882513661,0.9003557136410594,0.8271438600122691,7,7,True,False,False,3,1,103,17,2401,11,3,108,10,2391,0.941374231557377,0.8965455795508877,0.8420408308243406,8,7,True,True,False,0.018709443306010876,-0.003810134090171724,0.01489697081207142,0,1,0,0.9991500040475998,22.783873796463013
59,mc_0059,5.0,1.0,0.7278906699991272,20260884,17.048388529750305,17.048388529750305,0.0,True,101,2384,11,3,107,26,2358,1,0,107,0,2358,0.9269232411202186,0.8691616055020954,0.7994948480791905,7,7,True,False,False,2,1,102,10,2374,11,3,107,7,2367,0.9386740095628415,0.8710191229846129,0.8114123781858367,8,7,True,True,False,0.011750768442622905,0.0018575174825175012,0.011917530106646201,0,1,0,0.9989071480611997,22.581342935562134
60,mc_0060,5.0,1.0,2.392477395707919,20260885,16.82746389211387,16.82746389211387,0.0,True,97,2316,9,3,101,47,2269,1,0,101,0,2269,0.9212395348729877,0.9374315588015979,0.8590130348060004,7,7,True,False,False,2,1,98,27,2289,8,2,100,11,2278,0.937344811512332,0.9322286048664605,0.8708276680908078,8,7,True,True,False,0.016105276639344246,-0.005202953935137367,0.011814633284807363,0,1,0,0.999069052052133,23.312010049819946
61,mc_0061,5.0,1.0,2.4072205081194276,20260886,17.048388529750305,17.048388529750305,0.0,True,100,2436,12,5,108,60,2376,0,0,108,0,2376,0.9213627049180328,0.923801590013996,0.8484037637964976,7,7,True,False,False,1,1,101,9,2427,11,4,108,19,2408,0.9407552083333333,0.9170158485815154,0.86505406658242,8,7,True,True,False,0.01939250341530041,-0.006785741432480563,0.01665030278592239,0,1,0,0.9986238160770663,24.645112991333008
62,mc_0062,5.0,1.0,4.713871265583298,20260887,17.040104933363203,17.040104933363203,0.0,True,101,2429,11,5,108,36,2393,0,0,108,0,2393,0.8801041666666667,0.8990835443107041,0.7951794826860543,8,6,True,True,False,0,0,101,0,2429,11,5,108,36,2393,0.8801041666666667,0.8990835443107041,0.7951794826860543,8,6,True,True,False,0.0,0.0,0.0,0,0,0,1.0,23.883940935134888
63,mc_0063,5.0,1.0,4.666564365222547,20260888,17.023194609192984,17.023194609192984,0.0,True,100,2508,11,3,104,111,2397,1,0,104,0,2397,0.9226647882513661,0.853526213189645,0.787574288941685,7,7,True,False,False,2,1,101,97,2411,11,3,106,25,2386,0.9372758709016393,0.8476481730357752,0.7907975121917408,8,7,True,True,False,0.014611082650273222,-0.005878040153869835,0.003223223250055751,0,1,0,0.9970452521654659,23.16071391105652
64,mc_0064,5.0,1.0,3.7336392484535117,20260889,17.023194609192984,17.023194609192984,0.0,True,100,2481,12,3,103,103,2378,0,0,103,0,2378,0.9226647882513661,0.8695853081769056,0.801262158463872,7,7,True,False,False,1,1,101,76,2405,11,3,105,12,2393,0.9387060280054644,0.8670088793595567,0.8132988456122094,8,7,True,True,False,0.016041239754098324,-0.0025764288173488747,0.012036687148337388,0,1,0,0.9980166761110661,23.059972763061523
65,mc_0065,5.0,1.0,3.295893953436404,20260890,16.852157323094623,16.852157323094623,0.0,True,96,2287,10,4,101,44,2243,0,0,101,0,2243,0.8732595558974525,0.8736288271749264,0.7569988920169859,7,6,True,False,False,1,1,97,14,2273,10,4,103,28,2245,0.8854585825367969,0.8736288271749264,0.76919791865633,7,6,True,False,False,0.012199026639344357,0.0,0.012199026639344135,0,0,0,0.9980571521087995,22.512059926986694
66,mc_0066,5.0,1.0,5.083251327480414,20260891,17.04193096544586,17.04193096544586,0.0,True,101,2404,9,3,104,31,2373,0,0,104,0,2373,0.9226647882513661,0.8793301846755784,0.8073328588074373,7,7,True,False,False,1,1,102,5,2399,9,3,107,8,2391,0.9400721482240437,0.885361394957801,0.8254554582751505,8,7,True,True,False,0.017407359972677616,0.006031210282222532,0.01812259946771322,0,1,0,0.9987857200679997,23.931589126586914
67,mc_0067,5.0,1.0,4.157706285419835,20260892,17.044626788618505,17.044626788618505,0.0,True,102,2416,12,4,110,53,2363,1,0,110,0,2363,0.9028406723128791,0.8980847544952157,0.8026167877866585,7,7,True,False,False,2,1,103,14,2402,12,4,110,26,2376,0.9146554776407481,0.8989989431272789,0.8150417804313367,8,7,True,True,False,0.011814805327868938,0.000914188632063162,0.012424992644678223,0,1,0,0.9989881000566664,24.840057134628296
68,mc_0068,5.0,1.0,4.691022916622428,20260893,17.048388529750305,17.048388529750305,0.0,True,102,2376,11,4,108,10,2366,2,0,108,0,2366,0.9420572916666667,0.9310469551183312,0.8731042467849979,8,7,True,True,False,2,0,102,0,2376,11,4,108,10,2366,0.9420572916666667,0.9310469551183312,0.8731042467849979,8,7,True,True,False,0.0,0.0,0.0,0,0,0,1.0,21.7953097820282
69,mc_0069,5.0,1.0,1.5223763747170087,20260894,17.027820392426293,17.027820392426293,0.0,True,102,2471,15,5,110,67,2404,0,0,110,0,2404,0.8563627049180328,0.8804400958908712,0.7510372724893578,6,6,True,False,False,1,1,103,36,2435,13,4,108,23,2412,0.87640625,0.8804275724545225,0.7682971984402831,7,6,True,True,False,0.020043545081967262,-1.252343634872144e-05,0.017259925950925292,0,1,0,0.9980571521087995,22.14931297302246
70,mc_0070,5.0,1.0,6.280221840812446,20260895,17.034607659265447,17.034607659265447,0.0,True,97,2420,10,4,102,62,2358,0,0,102,0,2358,0.9226647882513661,0.8985141315560633,0.8281384516807133,7,7,True,False,False,1,1,99,31,2389,10,4,105,17,2372,0.939421106557377,0.9005517274244303,0.8426479525132007,8,7,True,True,False,0.016756318306010876,0.002037595868367048,0.014509500832487365,0,1,0,0.9977333441269327,20.552819967269897
71,mc_0071,5.0,1.0,2.1854692795937134,20260896,17.03217902952042,17.03217902952042,0.0,True,98,2451,13,6,109,104,2347,0,0,109,0,2347,0.9053076590464731,0.9334433354937748,0.8510872292291525,7,7,True,False,False,1,1,100,38,2413,11,5,109,54,2359,0.924049120795107,0.9410650932807089,0.8711558630223109,8,7,True,True,False,0.018741461748633892,0.00762175778693408,0.020068633793158375,0,1,0,0.9979762001133328,21.49074125289917
72,mc_0072,5.0,1.0,3.630620327155806,20260897,17.006661643324875,17.006661643324875,0.0,True,99,2464,10,4,104,106,2358,0,0,104,0,2358,0.9226647882513661,0.8752691113212642,0.8048934314459143,7,7,True,False,False,1,1,100,26,2438,10,4,106,53,2385,0.9400081113387978,0.8677936113176266,0.8129513460395814,8,7,True,True,False,0.017343323087431695,-0.007475500003637614,0.008057914593667115,0,1,0,0.9980976281065328,24.142547130584717
73,mc_0073,5.0,1.0,0.8867116009444376,20260898,17.040104933363203,17.040104933363203,0.0,True,102,2413,11,4,109,53,2360,0,0,109,0,2360,0.9179474043715847,0.9081540253907602,0.8385574085919352,7,7,True,False,False,1,1,103,25,2388,9,3,108,10,2378,0.9387700648907104,0.9046187819700451,0.8524717666717696,8,7,True,True,False,0.020822660519125624,-0.003535243420715095,0.013914358079834432,0,1,0,0.9981381041042662,25.22425389289856
74,mc_0074,5.0,1.0,0.35742539721671257,20260899,17.027820392426293,17.027820392426293,0.0,True,101,2422,11,4,108,29,2393,2,0,108,0,2393,0.9275742827868853,0.8727724097279674,0.8129507198579896,7,7,True,False,False,2,1,102,23,2399,11,4,108,9,2390,0.9407552083333333,0.8885805242510352,0.834352496308054,8,7,True,True,False,0.013180925546448008,0.01580811452306774,0.021401776450064358,0,1,0,0.9984214360883996,25.51319193840027
75,mc_0075,5.0,1.0,2.362166197255154,20260900,17.002592321749205,17.002592321749205,0.0,True,101,2434,10,3,105,66,2368,0,0,105,0,2368,0.9226647882513661,0.8931520997702624,0.8255403036527624,7,7,True,False,False,1,1,102,28,2406,10,3,107,18,2388,0.9420572916666667,0.8877414632934495,0.8338838302797251,8,7,True,True,False,0.019392503415300633,-0.005410636476812947,0.008343526626962694,0,1,0,0.9976523921314661,24.876134872436523
76,mc_0076,5.0,1.0,0.17259259687085377,20260901,17.027820392426293,17.027820392426293,0.0,True,101,2477,11,4,108,85,2392,0,0,108,0,2392,0.9187585382513661,0.8846563017494745,0.8166994295155503,7,7,True,False,False,1,1,102,55,2422,12,4,107,64,2358,0.9311283299180328,0.8937840975050604,0.8298852185508364,8,7,True,True,False,0.01236979166666674,0.009127795755585866,0.01318578903528611,0,1,0,0.9973285841495992,21.941365003585815
77,mc_0077,5.0,1.0,4.896835815951405,20260902,17.027820392426293,17.027820392426293,0.0,True,101,2491,14,5,109,96,2395,0,0,109,0,2395,0.9213627049180328,0.8940400252928079,0.8187469885350037,7,7,True,False,False,1,1,102,53,2438,12,4,108,23,2415,0.9374359631147541,0.881843616018505,0.8315988832089523,8,7,True,True,False,0.01607325819672123,-0.012196409274302877,0.012851894673948538,0,1,0,0.9972476321541326,21.612245082855225
78,mc_0078,5.0,1.0,4.249008038671926,20260903,17.044626788618505,17.044626788618505,0.0,True,102,2427,13,5,109,88,2339,0,0,109,0,2339,0.8946759694440267,0.9214366087556909,0.8174727102677899,7,7,True,False,False,1,1,103,12,2415,9,2,105,33,2382,0.9752663895259939,0.9165679594622709,0.891908866941998,8,8,True,True,True,0.08059042008196715,-0.004868649293420013,0.07443615667420811,1,1,1,0.9980166761110661,21.3541202545166
79,mc_0079,5.0,1.0,1.3218948117660758,20260904,17.027820392426293,17.027820392426293,0.0,True,100,2453,15,8,113,140,2313,0,0,113,0,2313,0.8072811896839124,0.904423712477327,0.7223394377629093,6,5,True,False,False,1,1,101,25,2428,12,5,109,50,2378,0.890817306487191,0.8813264652246314,0.7931685773328969,8,6,True,True,False,0.08353611680327866,-0.023097247252695574,0.0708291395699876,1,1,0,0.9968023961790659,21.84132695198059
80,mc_0080,5.0,1.0,0.9112735574876248,20260905,16.69252936609326,16.69252936609326,0.0,True,93,2365,10,4,98,93,2272,0,0,98,0,2272,0.9223243352697148,0.8162747724419372,0.7681426985556499,7,7,True,False,False,1,1,94,47,2318,10,4,99,59,2259,0.9248964834937585,0.8398278374894148,0.7773799078314416,8,7,True,True,False,0.0025721482240437243,0.02355306504747756,0.009237209275791747,0,1,0,0.9987452440702663,19.166477918624878
81,mc_0081,5.0,1.0,5.41289697109903,20260906,17.03217902952042,17.03217902952042,0.0,True,101,2445,11,3,107,33,2412,1,0,107,0,2412,0.9288763661202186,0.8484763241408362,0.7860404267049388,7,7,True,False,False,2,1,102,25,2420,11,3,107,9,2411,0.9420572916666667,0.8616474276979874,0.806210804572685,8,7,True,True,False,0.013180925546448119,0.013171103557151231,0.020170377867746225,0,1,0,0.9987452440702663,20.633349895477295
82,mc_0082,5.0,1.0,4.717358603934678,20260907,17.044626788618505,17.044626788618505,0.0,True,102,2378,11,4,108,51,2327,0,0,108,0,2327,0.9187585382513661,0.9642951662521243,0.884714156983615,7,7,True,False,False,1,1,103,16,2362,10,3,107,18,2344,0.9407552083333333,0.9633587753545936,0.9075339454226208,8,7,True,True,False,0.02199667008196715,-0.0009363908975307256,0.022819788439005784,0,1,0,0.9980166761110661,21.084646940231323
83,mc_0083,5.0,1.0,0.8362641652737416,20260908,17.018295368341942,17.018295368341942,0.0,True,100,2437,13,6,108,121,2316,1,0,108,0,2316,0.8811582137978142,0.9032703804381323,0.787838595692823,7,6,True,False,False,2,1,101,39,2398,10,3,106,18,2380,0.9387700648907104,0.8817728155030673,0.8310816773350226,8,7,True,True,False,0.05761185109289613,-0.02149756493506505,0.04324308164219959,1,1,0,0.9968428721767991,20.462121963500977
84,mc_0084,5.0,1.0,0.6241377496278606,20260909,17.027820392426293,17.027820392426293,0.0,True,100,2461,11,4,105,53,2408,2,1,106,6,2402,0.9226647882513661,0.8367543034901521,0.7615324237675155,7,6,True,False,False,2,1,101,24,2437,10,4,107,25,2412,0.9420572916666667,0.8255033319835664,0.772409318453773,8,6,True,True,False,0.019392503415300633,-0.011250971506585716,0.010876894686257521,0,1,0,0.9987857200679997,20.513126134872437
85,mc_0085,5.0,1.0,0.028761329937239496,20260910,17.034607659265447,17.034607659265447,0.0,True,101,2476,12,4,105,68,2408,0,0,105,0,2408,0.9202138078592093,0.8356837470407878,0.7582569764532945,7,7,True,False,False,1,1,102,18,2458,12,4,108,23,2435,0.9383042279411764,0.8352751651280693,0.7735793930692458,8,7,True,True,False,0.01809042008196715,-0.00040858191271853084,0.01532241661595135,0,1,0,0.9983404840929329,20.211244106292725
86,mc_0086,5.0,1.0,1.861708112475579,20260911,16.895413935714373,16.895413935714373,0.0,True,96,2410,9,3,101,91,2319,0,0,101,0,2319,0.9166182063210752,0.8673396260408144,0.792039757946779,7,7,True,False,False,1,1,97,75,2335,9,3,101,26,2309,0.9379958531789987,0.8623594886628803,0.8046462234136385,8,7,True,True,False,0.021377646857923538,-0.004980137377934124,0.012606465466859396,0,1,0,0.9969238241722659,19.38460922241211
87,mc_0087,5.0,1.0,5.169322898466824,20260912,17.04193096544586,17.04193096544586,0.0,True,98,2399,11,4,104,44,2355,0,0,104,0,2355,0.9194095799180328,0.8305208701976778,0.7499304501157107,7,7,True,False,False,1,1,99,6,2393,10,3,104,9,2384,0.9373719262295082,0.8243319624203723,0.7652423263477055,8,7,True,True,False,0.017962346311475308,-0.006188907777305519,0.015311876231994814,0,1,0,0.9985833400793329,20.409581899642944
88,mc_0088,5.0,1.0,3.3807077339626432,20260913,17.048388529750305,17.048388529750305,0.0,True,100,2385,12,5,107,36,2349,1,0,107,0,2349,0.9194095799180328,0.8905130689780731,0.8207070387645454,7,7,True,False,False,2,1,101,5,2380,11,4,107,13,2367,0.9420572916666667,0.904525494716505,0.8465827863831716,8,7,True,True,False,0.022647711748633892,0.014012425738431866,0.02587574761862621,0,1,0,0.998947624058933,23.107486963272095
89,mc_0089,5.0,1.0,6.092693009494673,20260914,17.044626788618505,17.044626788618505,0.0,True,101,2436,12,6,110,105,2331,0,0,110,0,2331,0.8754911452850053,0.9277025057321668,0.8094362633103163,7,6,True,False,False,1,1,102,19,2417,11,5,110,58,2359,0.8961857320336392,0.9261266984000242,0.8271611252372033,8,6,True,True,False,0.020694586748633892,-0.0015758073321426869,0.017724861926887048,0,1,0,0.9985428640815996,24.766961097717285
90,mc_0090,5.0,1.0,1.4106391557552398,20260915,17.038393596540367,17.038393596540367,0.0,True,101,2392,11,5,107,69,2323,1,0,107,0,2323,0.8733528616458615,0.9425742484837185,0.8211430028069759,7,6,True,False,False,2,1,102,4,2388,11,5,110,52,2336,0.8920943233944953,0.9492178956451001,0.8413122190395956,8,6,True,True,False,0.018741461748633892,0.0066436471613815495,0.02016921623261969,0,1,0,0.9993119080385332,24.568078994750977
91,mc_0091,5.0,1.0,0.7747310550988427,20260916,16.823775898177065,16.823775898177065,0.0,True,96,2343,9,4,101,83,2260,0,0,101,0,2260,0.9179843265396543,0.9322115505677978,0.8514813328639934,7,7,True,False,False,1,1,97,28,2315,7,2,99,22,2293,0.9906021544085069,0.9166012551210709,0.9081406414406017,8,8,True,True,True,0.07261782786885251,-0.015610295446726874,0.05665930857660828,1,1,1,0.9979357241155995,23.430685997009277
92,mc_0092,5.0,1.0,3.1715186778644084,20260917,17.027820392426293,17.027820392426293,0.0,True,98,2422,12,6,106,71,2351,2,0,106,0,2351,0.9045013230372989,0.8545930667446628,0.7599205082154111,7,7,True,False,False,3,1,99,9,2413,11,5,106,38,2375,0.9264979931192661,0.856392081111579,0.7837595926296579,8,7,True,True,False,0.02199667008196715,0.0017990143669162073,0.02383908441424676,0,1,0,0.9985428640815996,25.007172107696533
93,mc_0093,5.0,1.0,5.629205471860644,20260918,16.957168580496962,16.957168580496962,0.0,True,98,2358,10,3,101,41,2317,0,0,101,0,2317,0.9213627049180328,0.8771815996000779,0.8028098694397314,7,7,True,False,False,1,1,99,11,2347,10,3,103,17,2330,0.9407552083333333,0.8819370343826866,0.8226922427160199,8,7,True,True,False,0.01939250341530041,0.004755434782608647,0.0198823732762885,0,1,0,0.9981785801019996,23.653005838394165
94,mc_0094,5.0,1.0,3.401237281587146,20260919,17.018295368341942,17.018295368341942,0.0,True,96,2436,15,8,108,104,2332,1,0,108,0,2332,0.8800804553942949,0.9376423795013125,0.8215409521820152,7,6,True,False,False,2,1,97,36,2400,11,5,104,41,2359,0.9515242737003058,0.9358838661978581,0.887978598942754,8,7,True,True,True,0.07144381830601088,-0.0017585133034543343,0.06643764676073882,1,1,1,0.9978547721201327,24.73052477836609
95,mc_0095,5.0,1.0,3.442719391246538,20260920,17.043204459850088,17.043204459850088,0.0,True,101,2422,12,4,108,26,2396,0,0,108,0,2396,0.9269232411202186,0.8744843472046954,0.8037106511137515,7,7,True,False,False,1,1,102,1,2421,12,4,108,8,2413,0.9420572916666667,0.8761559873461631,0.8190677549826717,8,7,True,True,False,0.015134050546448119,0.0016716401414677007,0.015357103868920197,0,1,0,0.9992309560430664,24.98567819595337
96,mc_0096,5.0,1.0,3.026579387578027,20260921,17.023194609192984,17.023194609192984,0.0,True,101,2483,13,5,110,108,2375,1,0,110,0,2375,0.8752718140572517,0.8554892818948245,0.7517288489929785,7,6,True,False,False,2,1,102,61,2422,11,4,108,51,2371,0.8946963359151752,0.8625331043640823,0.7624917931924551,8,6,True,True,False,0.019424521857923427,0.007043822469257721,0.010762944199476543,0,1,0,0.9965190641949324,22.29877996444702
97,mc_0097,5.0,1.0,6.150134482016724,20260922,17.048388529750305,17.048388529750305,0.0,True,102,2419,13,4,108,27,2392,1,0,108,0,2392,0.9194095799180328,0.8391311603930462,0.7685149346678101,7,7,True,False,False,2,1,103,2,2417,12,3,108,8,2409,0.941374231557377,0.8507942720036663,0.7930448946241911,8,7,True,True,False,0.021964651639344135,0.011663111610620058,0.024529959956381076,0,1,0,0.999069052052133,21.28595995903015
98,mc_0098,5.0,1.0,5.2858140548675445,20260923,17.048388529750305,17.048388529750305,0.0,True,102,2426,10,4,108,66,2360,0,0,108,0,2360,0.9187585382513661,0.9026177297445446,0.82220238642936,7,7,True,False,False,1,1,103,20,2406,7,1,104,2,2404,0.9986658982240437,0.8964217079678641,0.8952022776398509,8,8,True,True,True,0.07990735997267762,-0.006196021776680438,0.07299989121049089,1,1,1,0.9978142961223995,21.1011745929718
99,mc_0099,5.0,1.0,2.698468412623314,20260924,17.00923872699247,17.00923872699247,0.0,True,100,2465,10,3,105,71,2394,1,0,105,0,2394,0.9246179132513661,0.8878608920990722,0.8308813610492175,7,7,True,False,False,2,1,101,56,2409,10,3,106,22,2387,0.9367529030054644,0.8802004071338645,0.8301436133780586,8,7,True,True,False,0.012134989754098324,-0.007660484965207659,-0.0007377476711588615,0,1,0,0.9971262041609326,21.23641800880432
100,mc_0100,5.0,1.0,3.0103224538963027,20260925,17.018295368341942,17.018295368341942,0.0,True,99,2479,14,4,107,76,2403,0,0,107,0,2403,0.9266030566939891,0.8206875034461241,0.751746199129204,7,7,True,False,False,1,1,101,34,2445,13,4,108,42,2403,0.9304452698087432,0.8242613162871784,0.7587916614155306,8,7,True,True,False,0.0038422131147540783,0.0035738128410542913,0.00704546228632652,0,1,0,0.9995952400226665,24.81856107711792
