realisation,condition,av_error_sigma_mag,stage1_fracture_scale_pc,stage1_fracture_abs_error_pc,exact_spatial_reconstruction,mean_completeness,mean_purity,mean_jaccard,templates_detected_ge50pct,strict_recoveries_of_8,overlap_best_groups_separate,formal_overlap_resolved,strict_overlap_resolved,s2_significant_flags,s2_accepted_splits,s2_final_groups,s2_orphans,mean_completeness_baseline,mean_purity_baseline,mean_jaccard_baseline,strict_recoveries_of_8_baseline,formal_overlap_resolved_baseline,overlap_best_groups_separate_baseline,strict_overlap_resolved_baseline,s2_accepted_splits_baseline,s2_orphans_baseline,delta_mean_completeness_vs_baseline,delta_mean_purity_vs_baseline,delta_mean_jaccard_vs_baseline,delta_strict_recoveries_of_8_vs_baseline,delta_formal_overlap_resolved_vs_baseline,delta_overlap_best_groups_separate_vs_baseline,delta_strict_overlap_resolved_vs_baseline,delta_s2_accepted_splits_vs_baseline,delta_s2_orphans_vs_baseline
64,av_sigma_0.025,0.025,17.023194609192984,0.0,True,0.9226647882513661,0.8702554096150155,0.8018254950355473,7,7,True,False,False,6,3,103,102,0.9226647882513661,0.8695853081769056,0.801262158463872,7,False,True,False,3,103,0.0,0.0006701014381098602,0.0005633365716752881,0,0,0,0,0,-1
64,av_sigma_0.05,0.05,17.023194609192984,0.0,True,0.9212986680327868,0.8777320693353723,0.8030964759734691,7,7,True,False,False,3,3,103,108,0.9226647882513661,0.8695853081769056,0.801262158463872,7,False,True,False,3,103,-0.001366120218579292,0.008146761158466687,0.001834317509597061,0,0,0,0,0,5
64,av_sigma_0.1,0.1,17.023194609192984,0.0,True,0.9212666495901639,0.8737312359503343,0.8005573540807118,7,7,True,False,False,3,2,102,106,0.9226647882513661,0.8695853081769056,0.801262158463872,7,False,True,False,3,103,-0.0013981386612021973,0.004145927773428704,-0.0007048043831602291,0,0,0,0,-1,3
64,av_sigma_0.2,0.2,17.023194609192984,0.0,True,0.9185023907103825,0.8662652484222232,0.7954685282749625,7,7,True,False,False,2,2,102,124,0.9226647882513661,0.8695853081769056,0.801262158463872,7,False,True,False,3,103,-0.004162397540983576,-0.003320059754682414,-0.005793630188909549,0,0,0,0,-1,21
65,baseline,0.0,16.852157323094623,0.0,True,0.8732595558974525,0.8736288271749264,0.7569988920169859,7,6,True,False,False,10,4,101,44,0.8732595558974525,0.8736288271749264,0.7569988920169859,6,False,True,False,4,44,0.0,0.0,0.0,0,0,0,0,0,0
65,av_sigma_0.025,0.025,16.852157323094623,0.0,True,0.9179843265396543,0.876376493540479,0.7948545830738964,7,7,True,False,False,7,3,99,35,0.8732595558974525,0.8736288271749264,0.7569988920169859,6,False,True,False,4,44,0.044724770642201817,0.00274766636555257,0.037855691056910556,1,0,0,0,-1,-9
65,av_sigma_0.05,0.05,16.852157323094623,0.0,True,0.9179843265396543,0.876376493540479,0.7948545830738964,7,7,True,False,False,4,2,98,32,0.8732595558974525,0.8736288271749264,0.7569988920169859,6,False,True,False,4,44,0.044724770642201817,0.00274766636555257,0.037855691056910556,1,0,0,0,-2,-12
65,av_sigma_0.1,0.1,16.852157323094623,0.0,True,0.9179843265396543,0.876376493540479,0.7948545830738964,7,7,True,False,False,3,2,98,38,0.8732595558974525,0.8736288271749264,0.7569988920169859,6,False,True,False,4,44,0.044724770642201817,0.00274766636555257,0.037855691056910556,1,0,0,0,-2,-6
65,av_sigma_0.2,0.2,16.852157323094623,0.0,True,0.9069913279057746,0.876376493540479,0.7838615844400166,7,7,True,False,False,2,2,100,70,0.8732595558974525,0.8736288271749264,0.7569988920169859,6,False,True,False,4,44,0.033731772008322114,0.00274766636555257,0.026862692423030743,1,0,0,0,-2,26
66,baseline,0.0,17.04193096544586,0.0,True,0.9226647882513661,0.8793301846755784,0.8073328588074373,7,7,True,False,False,9,3,104,31,0.9226647882513661,0.8793301846755784,0.8073328588074373,7,False,True,False,3,31,0.0,0.0,0.0,0,0,0,0,0,0
66,av_sigma_0.025,0.025,17.04193096544586,0.0,True,0.9226647882513661,0.8793301846755784,0.8073328588074373,7,7,True,False,False,6,3,104,30,0.9226647882513661,0.8793301846755784,0.8073328588074373,7,False,True,False,3,31,0.0,0.0,0.0,0,0,0,0,0,-1
66,av_sigma_0.05,0.05,17.04193096544586,0.0,True,0.9226647882513661,0.8793301846755784,0.8073328588074373,7,7,True,False,False,2,2,103,29,0.9226647882513661,0.8793301846755784,0.8073328588074373,7,False,True,False,3,31,0.0,0.0,0.0,0,0,0,0,-1,-2
66,av_sigma_0.1,0.1,17.04193096544586,0.0,True,0.9226647882513661,0.8793301846755784,0.8073328588074373,7,7,True,False,False,2,2,104,40,0.9226647882513661,0.8793301846755784,0.8073328588074373,7,False,True,False,3,31,0.0,0.0,0.0,0,0,0,0,-1,9
66,av_sigma_0.2,0.2,17.04193096544586,0.0,True,0.9178193306010929,0.8781728607603381,0.8022259868223928,7,7,True,False,False,2,2,105,52,0.9226647882513661,0.8793301846755784,0.8073328588074373,7,False,True,False,3,31,-0.004845457650273222,-0.0011573239152403714,-0.005106871985044559,0,0,0,0,-1,21
67,baseline,0.0,17.044626788618505,0.0,True,0.9028406723128791,0.8980847544952157,0.8026167877866585,7,7,True,False,False,12,4,110,53,0.9028406723128791,0.8980847544952157,0.8026167877866585,7,False,True,False,4,53,0.0,0.0,0.0,0,0,0,0,0,0
67,av_sigma_0.025,0.025,17.044626788618505,0.0,True,0.9072426696370381,0.9009427372493313,0.8082229444986421,7,7,True,False,False,8,3,107,50,0.9028406723128791,0.8980847544952157,0.8026167877866585,7,False,True,False,4,53,0.004401997324159024,0.002857982754115529,0.005606156711983612,0,0,0,0,-1,-3
67,av_sigma_0.05,0.05,17.044626788618505,0.0,True,0.9072426696370381,0.9009427372493313,0.8082229444986421,7,7,True,False,False,5,2,106,48,0.9028406723128791,0.8980847544952157,0.8026167877866585,7,False,True,False,4,53,0.004401997324159024,0.002857982754115529,0.005606156711983612,0,0,0,0,-2,-5
67,av_sigma_0.1,0.1,17.044626788618505,0.0,True,0.9295274077868853,0.8785614819482286,0.8092150949495742,7,7,True,False,False,1,1,104,33,0.9028406723128791,0.8980847544952157,0.8026167877866585,7,False,True,False,4,53,0.02668673547400613,-0.019523272546987158,0.006598307162915762,0,0,0,0,-3,-20
67,av_sigma_0.2,0.2,17.044626788618505,0.0,True,0.9288443476775956,0.8799464476684526,0.8088359684101885,7,7,True,False,False,1,1,105,36,0.9028406723128791,0.8980847544952157,0.8026167877866585,7,False,True,False,4,53,0.026003675364716483,-0.018138306826763095,0.006219180623529996,0,0,0,0,-3,-17
68,baseline,0.0,17.048388529750305,0.0,True,0.9420572916666667,0.9310469551183312,0.8731042467849979,8,7,True,True,False,11,4,108,10,0.9420572916666667,0.9310469551183312,0.8731042467849979,7,True,True,False,4,10,0.0,0.0,0.0,0,0,0,0,0,0
68,av_sigma_0.025,0.025,17.048388529750305,0.0,True,0.9420572916666667,0.9310469551183312,0.8731042467849979,8,7,True,True,False,8,4,108,11,0.9420572916666667,0.9310469551183312,0.8731042467849979,7,True,True,False,4,10,0.0,0.0,0.0,0,0,0,0,0,1
68,av_sigma_0.05,0.05,17.048388529750305,0.0,True,0.9398643092105263,0.9584442153923038,0.8983085246028302,8,7,True,True,False,6,5,109,16,0.9420572916666667,0.9310469551183312,0.8731042467849979,7,True,True,False,4,10,-0.002192982456140413,0.0273972602739726,0.0252042778178323,0,0,0,0,1,6
68,av_sigma_0.1,0.1,17.048388529750305,0.0,True,1.0,0.9297582953245168,0.9297582953245168,8,8,True,True,True,2,1,103,1,0.9420572916666667,0.9310469551183312,0.8731042467849979,7,True,True,False,4,10,0.05794270833333326,-0.0012886597938144284,0.05665404853951894,1,0,0,1,-3,-9
68,av_sigma_0.2,0.2,17.048388529750305,0.0,True,1.0,0.9297582953245168,0.9297582953245168,8,8,True,True,True,1,1,103,1,0.9420572916666667,0.9310469551183312,0.8731042467849979,7,True,True,False,4,10,0.05794270833333326,-0.0012886597938144284,0.05665404853951894,1,0,0,1,-3,-9
69,baseline,0.0,17.027820392426293,0.0,True,0.8563627049180328,0.8804400958908712,0.7510372724893578,6,6,True,False,False,15,5,110,67,0.8563627049180328,0.8804400958908712,0.7510372724893578,6,False,True,False,5,67,0.0,0.0,0.0,0,0,0,0,0,0
69,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.8583158299180328,0.8813111999363061,0.7519594708346564,6,6,True,False,False,9,4,107,65,0.8563627049180328,0.8804400958908712,0.7510372724893578,6,False,True,False,5,67,0.001953125,0.0008711040454348895,0.0009221983452986082,0,0,0,0,-1,-2
69,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9233158299180328,0.8835817640702323,0.810827869775278,7,7,True,False,False,5,2,105,62,0.8563627049180328,0.8804400958908712,0.7510372724893578,6,False,True,False,5,67,0.06695312500000006,0.0031416681793610124,0.05979059728592018,1,0,0,0,-3,-5
69,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9212666495901639,0.8860785176650086,0.8095636408233879,7,7,True,False,False,5,2,105,67,0.8563627049180328,0.8804400958908712,0.7510372724893578,6,False,True,False,5,67,0.06490394467213112,0.005638421774137314,0.05852636833403013,1,0,0,0,-3,0
69,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9164532103825136,0.8861909421799771,0.8057046322387984,7,7,True,False,False,5,3,106,130,0.8563627049180328,0.8804400958908712,0.7510372724893578,6,False,True,False,5,67,0.0600905054644808,0.0057508462891058265,0.05466735974944059,1,0,0,0,-2,63
70,baseline,0.0,17.034607659265447,0.0,True,0.9226647882513661,0.8985141315560633,0.8281384516807133,7,7,True,False,False,10,4,102,62,0.9226647882513661,0.8985141315560633,0.8281384516807133,7,False,True,False,4,62,0.0,0.0,0.0,0,0,0,0,0,0
70,av_sigma_0.025,0.025,17.034607659265447,0.0,True,0.9226647882513661,0.8985141315560633,0.8281384516807133,7,7,True,False,False,8,4,103,52,0.9226647882513661,0.8985141315560633,0.8281384516807133,7,False,True,False,4,62,0.0,0.0,0.0,0,0,0,0,0,-10
70,av_sigma_0.05,0.05,17.034607659265447,0.0,True,0.9226647882513661,0.8985141315560633,0.8281384516807133,7,7,True,False,False,4,3,102,52,0.9226647882513661,0.8985141315560633,0.8281384516807133,7,False,True,False,4,62,0.0,0.0,0.0,0,0,0,0,-1,-10
70,av_sigma_0.1,0.1,17.034607659265447,0.0,True,0.9252369364754098,0.8978260122486866,0.8302977282548408,7,7,True,False,False,3,3,101,61,0.9226647882513661,0.8985141315560633,0.8281384516807133,7,False,True,False,4,62,0.0025721482240437243,-0.0006881193073766667,0.002159276574127511,0,0,0,0,-1,-1
70,av_sigma_0.2,0.2,17.034607659265447,0.0,True,0.921661543715847,0.862899923705137,0.7919674563981167,8,7,True,True,False,2,2,103,45,0.9226647882513661,0.8985141315560633,0.8281384516807133,7,False,True,False,4,62,-0.0010032445355191433,-0.03561420785092628,-0.036170995282596596,0,1,0,0,-2,-17
71,baseline,0.0,17.03217902952042,0.0,True,0.9053076590464731,0.9334433354937748,0.8510872292291525,7,7,True,False,False,13,6,109,104,0.9053076590464731,0.9334433354937748,0.8510872292291525,7,False,True,False,6,104,0.0,0.0,0.0,0,0,0,0,0,0
71,av_sigma_0.025,0.025,17.03217902952042,0.0,True,0.8991990885220835,0.9352773913453931,0.8464581489541922,7,7,True,False,False,10,6,111,91,0.9053076590464731,0.9334433354937748,0.8510872292291525,7,False,True,False,6,104,-0.006108570524389623,0.0018340558516183325,-0.004629080274960229,0,0,0,0,0,-13
71,av_sigma_0.05,0.05,17.03217902952042,0.0,True,0.8980522995312579,0.9364399693696015,0.8456317582286347,7,7,True,False,False,6,5,109,90,0.9053076590464731,0.9334433354937748,0.8510872292291525,7,False,True,False,6,104,-0.007255359515215276,0.0029966338758267153,-0.0054554710005177975,0,0,0,0,-1,-14
71,av_sigma_0.1,0.1,17.03217902952042,0.0,True,0.9141051912568305,0.9138803665370502,0.838894935301619,7,7,True,False,False,4,4,107,90,0.9053076590464731,0.9334433354937748,0.8510872292291525,7,False,True,False,6,104,0.008797532210357395,-0.019562968956724602,-0.012192293927533515,0,0,0,0,-2,-14
71,av_sigma_0.2,0.2,17.03217902952042,0.0,True,0.9148315043500144,0.926456788652946,0.8429001683267635,7,7,True,False,False,3,3,105,101,0.9053076590464731,0.9334433354937748,0.8510872292291525,7,False,True,False,6,104,0.009523845303541223,-0.006986546840828778,-0.008187060902388965,0,0,0,0,-3,-3
72,baseline,0.0,17.006661643324875,0.0,True,0.9226647882513661,0.8752691113212642,0.8048934314459143,7,7,True,False,False,10,4,104,106,0.9226647882513661,0.8752691113212642,0.8048934314459143,7,False,True,False,4,106,0.0,0.0,0.0,0,0,0,0,0,0
72,av_sigma_0.025,0.025,17.006661643324875,0.0,True,0.9212986680327868,0.8752691113212642,0.803527311227335,7,7,True,False,False,6,4,104,107,0.9226647882513661,0.8752691113212642,0.8048934314459143,7,False,True,False,4,106,-0.001366120218579292,0.0,-0.001366120218579292,0,0,0,0,0,1
72,av_sigma_0.05,0.05,17.006661643324875,0.0,True,0.9212986680327868,0.8752691113212642,0.803527311227335,7,7,True,False,False,6,4,104,104,0.9226647882513661,0.8752691113212642,0.8048934314459143,7,False,True,False,4,106,-0.001366120218579292,0.0,-0.001366120218579292,0,0,0,0,0,-2
72,av_sigma_0.1,0.1,17.006661643324875,0.0,True,0.9205835894808743,0.8730397298779653,0.802220567493168,7,7,True,False,False,4,3,103,108,0.9226647882513661,0.8752691113212642,0.8048934314459143,7,False,True,False,4,106,-0.0020811987704918433,-0.0022293814432988723,-0.0026728639527463516,0,0,0,0,-1,2
72,av_sigma_0.2,0.2,17.006661643324875,0.0,True,0.8880421789617486,0.8732603181132593,0.7711087396477947,7,6,True,False,False,6,4,104,162,0.9226647882513661,0.8752691113212642,0.8048934314459143,7,False,True,False,4,106,-0.03462260928961747,-0.0020087932080048443,-0.033784691798119604,-1,0,0,0,0,56
73,baseline,0.0,17.040104933363203,0.0,True,0.9179474043715847,0.9081540253907602,0.8385574085919352,7,7,True,False,False,11,4,109,53,0.9179474043715847,0.9081540253907602,0.8385574085919352,7,False,True,False,4,53,0.0,0.0,0.0,0,0,0,0,0,0
73,av_sigma_0.025,0.025,17.040104933363203,0.0,True,0.9205195525956285,0.9049249524834695,0.8398378214666578,7,7,True,False,False,7,4,109,43,0.9179474043715847,0.9081540253907602,0.8385574085919352,7,False,True,False,4,53,0.0025721482240437243,-0.0032290729072906865,0.0012804128747225807,0,0,0,0,0,-10
73,av_sigma_0.05,0.05,17.040104933363203,0.0,True,0.9198685109289617,0.9047477214576145,0.8392397353422558,7,7,True,False,False,6,4,108,44,0.9179474043715847,0.9081540253907602,0.8385574085919352,7,False,True,False,4,53,0.0019211065573769837,-0.0034063039331456713,0.0006823267503206498,0,0,0,0,0,-9
73,av_sigma_0.1,0.1,17.040104933363203,0.0,True,0.9185344091530054,0.9242431343016513,0.8427775434546567,7,7,True,False,False,3,2,106,45,0.9179474043715847,0.9081540253907602,0.8385574085919352,7,False,True,False,4,53,0.000587004781420708,0.016089108910891103,0.004220134862721547,0,0,0,0,-2,-8
73,av_sigma_0.2,0.2,17.040104933363203,0.0,True,0.9307974726775956,0.9104240388242644,0.8420657969032772,7,7,True,False,False,2,2,107,46,0.9179474043715847,0.9081540253907602,0.8385574085919352,7,False,True,False,4,53,0.012850068306010876,0.002270013433504192,0.0035083883113420367,0,0,0,0,-2,-7
74,baseline,0.0,17.027820392426293,0.0,True,0.9275742827868853,0.8727724097279674,0.8129507198579896,7,7,True,False,False,11,4,108,29,0.9275742827868853,0.8727724097279674,0.8129507198579896,7,False,True,False,4,29,0.0,0.0,0.0,0,0,0,0,0,0
74,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9262721994535519,0.8711603447951735,0.8095342761864042,7,7,True,False,False,8,4,108,36,0.9275742827868853,0.8727724097279674,0.8129507198579896,7,False,True,False,4,29,-0.0013020833333333703,-0.0016120649327939773,-0.003416443671585445,0,0,0,0,0,7
74,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9301784494535519,0.8456612377124859,0.776431096962156,7,7,True,False,False,5,1,103,29,0.9275742827868853,0.8727724097279674,0.8129507198579896,7,False,True,False,4,29,0.0026041666666666297,-0.02711117201548152,-0.03651962289583366,0,0,0,0,-3,0
74,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9301784494535519,0.8456612377124859,0.776431096962156,7,7,True,False,False,4,1,103,29,0.9275742827868853,0.8727724097279674,0.8129507198579896,7,False,True,False,4,29,0.0026041666666666297,-0.02711117201548152,-0.03651962289583366,0,0,0,0,-3,0
74,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9301784494535519,0.8456612377124859,0.776431096962156,7,7,True,False,False,3,1,104,26,0.9275742827868853,0.8727724097279674,0.8129507198579896,7,False,True,False,4,29,0.0026041666666666297,-0.02711117201548152,-0.03651962289583366,0,0,0,0,-3,-3
75,baseline,0.0,17.002592321749205,0.0,True,0.9226647882513661,0.8931520997702624,0.8255403036527624,7,7,True,False,False,10,3,105,66,0.9226647882513661,0.8931520997702624,0.8255403036527624,7,False,True,False,3,66,0.0,0.0,0.0,0,0,0,0,0,0
75,av_sigma_0.025,0.025,17.002592321749205,0.0,True,0.9226647882513661,0.8931520997702624,0.8255403036527624,7,7,True,False,False,7,3,105,60,0.9226647882513661,0.8931520997702624,0.8255403036527624,7,False,True,False,3,66,0.0,0.0,0.0,0,0,0,0,0,-6
75,av_sigma_0.05,0.05,17.002592321749205,0.0,True,0.9226647882513661,0.8935532210848454,0.8252041344808793,7,7,True,False,False,5,3,105,60,0.9226647882513661,0.8931520997702624,0.8255403036527624,7,False,True,False,3,66,0.0,0.00040112131458291955,-0.00033616917188317164,0,0,0,0,0,-6
75,av_sigma_0.1,0.1,17.002592321749205,0.0,True,0.9212986680327868,0.8942794989774809,0.8244586879473892,7,7,True,False,False,3,2,103,74,0.9226647882513661,0.8931520997702624,0.8255403036527624,7,False,True,False,3,66,-0.001366120218579292,0.0011273992072184935,-0.00108161570537324,0,0,0,0,-1,8
75,av_sigma_0.2,0.2,17.002592321749205,0.0,True,0.9224086407103825,0.89326927828418,0.8244721441781782,8,7,True,True,False,3,2,104,71,0.9226647882513661,0.8931520997702624,0.8255403036527624,7,False,True,False,3,66,-0.0002561475409835756,0.00011717851391757073,-0.0010681594745842737,0,1,0,0,-1,5
76,baseline,0.0,17.027820392426293,0.0,True,0.9187585382513661,0.8846563017494745,0.8166994295155503,7,7,True,False,False,11,4,108,85,0.9187585382513661,0.8846563017494745,0.8166994295155503,7,False,True,False,4,85,0.0,0.0,0.0,0,0,0,0,0,0
76,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9181074965846995,0.8844817957357288,0.8160896734179892,7,7,True,False,False,8,4,108,80,0.9187585382513661,0.8846563017494745,0.8166994295155503,7,False,True,False,4,85,-0.0006510416666666297,-0.00017450601374568997,-0.0006097560975610872,0,0,0,0,0,-5
76,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9239668715846995,0.873047534531247,0.8179913328455424,7,7,True,False,False,8,3,106,76,0.9187585382513661,0.8846563017494745,0.8166994295155503,7,False,True,False,4,85,0.00520833333333337,-0.011608767218227567,0.0012919033299920724,0,0,0,0,-1,-9
76,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.8978931864754098,0.8886970146622826,0.7982564531707346,7,7,True,False,False,6,5,107,150,0.9187585382513661,0.8846563017494745,0.8166994295155503,7,False,True,False,4,85,-0.020865351775956276,0.004040712912808053,-0.01844297634481573,0,0,0,0,1,65
76,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.877988387978142,0.8950529468656723,0.7788363696113068,7,6,True,False,False,4,4,107,162,0.9187585382513661,0.8846563017494745,0.8166994295155503,7,False,True,False,4,85,-0.04077015027322406,0.010396645116197756,-0.037863059904243546,-1,0,0,0,0,77
77,baseline,0.0,17.027820392426293,0.0,True,0.9213627049180328,0.8940400252928079,0.8187469885350037,7,7,True,False,False,14,5,109,96,0.9213627049180328,0.8940400252928079,0.8187469885350037,7,False,True,False,5,96,0.0,0.0,0.0,0,0,0,0,0,0
77,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9226647882513661,0.8977497231856741,0.8232258404234916,7,7,True,False,False,6,4,106,101,0.9213627049180328,0.8940400252928079,0.8187469885350037,7,False,True,False,5,96,0.0013020833333332593,0.003709697892866237,0.004478851888487845,0,0,0,0,-1,5
77,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9226647882513661,0.8983015339178972,0.823696953039154,7,7,True,False,False,5,4,106,103,0.9213627049180328,0.8940400252928079,0.8187469885350037,7,False,True,False,5,96,0.0013020833333332593,0.004261508625089339,0.004949964504150306,0,0,0,0,-1,7
77,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9239988900273224,0.9012247569238658,0.8273822571913027,7,7,True,False,False,3,3,104,123,0.9213627049180328,0.8940400252928079,0.8187469885350037,7,False,True,False,5,96,0.002636185109289535,0.007184731631057928,0.008635268656298933,0,0,0,0,-2,27
77,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9171682889344263,0.8588207258264442,0.778493743204361,7,7,True,False,False,2,2,105,107,0.9213627049180328,0.8940400252928079,0.8187469885350037,7,False,True,False,5,96,-0.004194415983606592,-0.03521929946636371,-0.04025324533064267,0,0,0,0,-3,11
78,baseline,0.0,17.044626788618505,0.0,True,0.8946759694440267,0.9214366087556909,0.8174727102677899,7,7,True,False,False,13,5,109,88,0.8946759694440267,0.9214366087556909,0.8174727102677899,7,False,True,False,5,88,0.0,0.0,0.0,0,0,0,0,0,0
78,av_sigma_0.025,0.025,17.044626788618505,0.0,True,0.89597805277736,0.9214366087556909,0.8187747936011232,7,7,True,False,False,8,5,109,86,0.8946759694440267,0.9214366087556909,0.8174727102677899,7,False,True,False,5,88,0.0013020833333332593,0.0,0.0013020833333332593,0,0,0,0,0,-2
78,av_sigma_0.05,0.05,17.044626788618505,0.0,True,0.9226647882513661,0.8996563057253878,0.8236812260448263,7,7,True,False,False,5,2,104,51,0.8946759694440267,0.9214366087556909,0.8174727102677899,7,False,True,False,5,88,0.02798881880733939,-0.021780303030303094,0.006208515777036405,0,0,0,0,-3,-37
78,av_sigma_0.1,0.1,17.044626788618505,0.0,True,0.9226647882513661,0.8996563057253878,0.8236812260448263,7,7,True,False,False,3,2,104,55,0.8946759694440267,0.9214366087556909,0.8174727102677899,7,False,True,False,5,88,0.02798881880733939,-0.021780303030303094,0.006208515777036405,0,0,0,0,-3,-33
78,av_sigma_0.2,0.2,17.044626788618505,0.0,True,0.9207223360655737,0.9031342332092305,0.8255709162157665,8,7,True,True,False,2,2,104,73,0.8946759694440267,0.9214366087556909,0.8174727102677899,7,False,True,False,5,88,0.026046366621547024,-0.018302375546460414,0.008098205947976611,0,1,0,0,-3,-15
79,baseline,0.0,17.027820392426293,0.0,True,0.8072811896839124,0.904423712477327,0.7223394377629093,6,5,True,False,False,15,8,113,140,0.8072811896839124,0.904423712477327,0.7223394377629093,5,False,True,False,8,140,0.0,0.0,0.0,0,0,0,0,0,0
79,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.8962656312666065,0.897754544953793,0.804038304940729,7,7,True,False,False,9,6,109,112,0.8072811896839124,0.904423712477327,0.7223394377629093,5,False,True,False,8,140,0.08898444158269414,-0.00666916752353397,0.08169886717781971,2,0,0,0,-2,-28
79,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9077565313706322,0.8884571427945488,0.8014988984925545,7,7,True,False,False,5,3,104,72,0.8072811896839124,0.904423712477327,0.7223394377629093,5,False,True,False,8,140,0.10047534168671979,-0.01596656968277821,0.07915946072964519,2,0,0,0,-5,-68
79,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9239348531420766,0.8630797642302115,0.7902593068140626,7,7,True,False,False,2,2,102,67,0.8072811896839124,0.904423712477327,0.7223394377629093,5,False,True,False,8,140,0.11665366345816419,-0.041343948247115514,0.06791986905115333,2,0,0,0,-6,-73
79,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9242657103825136,0.865484621621467,0.7942081483249661,8,7,True,True,False,2,2,102,90,0.8072811896839124,0.904423712477327,0.7223394377629093,5,False,True,False,8,140,0.11698452069860121,-0.038939090855860004,0.07186871056205679,2,1,0,0,-6,-50
80,baseline,0.0,16.69252936609326,0.0,True,0.9223243352697148,0.8162747724419372,0.7681426985556499,7,7,True,False,False,10,4,98,93,0.9223243352697148,0.8162747724419372,0.7681426985556499,7,False,True,False,4,93,0.0,0.0,0.0,0,0,0,0,0,0
80,av_sigma_0.025,0.025,16.69252936609326,0.0,True,0.9210222519363814,0.8163088175448897,0.7672884792985275,7,7,True,False,False,8,3,96,87,0.9223243352697148,0.8162747724419372,0.7681426985556499,7,False,True,False,4,93,-0.0013020833333333703,3.4045102952462436e-05,-0.0008542192571223683,0,0,0,0,-1,-6
80,av_sigma_0.05,0.05,16.69252936609326,0.0,True,0.9210222519363814,0.8169470736328708,0.7674953350904897,7,7,True,False,False,4,2,95,86,0.9223243352697148,0.8162747724419372,0.7681426985556499,7,False,True,False,4,93,-0.0013020833333333703,0.000672301190933533,-0.0006473634651601445,0,0,0,0,-2,-7
80,av_sigma_0.1,0.1,16.69252936609326,0.0,True,0.9177350251604252,0.8522540911767305,0.7739703946393198,7,7,True,False,False,2,2,95,92,0.9223243352697148,0.8162747724419372,0.7681426985556499,7,False,True,False,4,93,-0.004589310109289646,0.03597931873479321,0.005827696083669953,0,0,0,0,-2,-1
80,av_sigma_0.2,0.2,16.69252936609326,0.0,True,0.8931982252970372,0.8289817334531533,0.7467335604352725,7,7,True,False,False,4,3,97,101,0.9223243352697148,0.8162747724419372,0.7681426985556499,7,False,True,False,4,93,-0.029126109972677616,0.012706961011216045,-0.02140913812037737,0,0,0,0,-1,8
81,baseline,0.0,17.03217902952042,0.0,True,0.9288763661202186,0.8484763241408362,0.7860404267049388,7,7,True,False,False,11,3,107,33,0.9288763661202186,0.8484763241408362,0.7860404267049388,7,False,True,False,3,33,0.0,0.0,0.0,0,0,0,0,0,0
81,av_sigma_0.025,0.025,17.03217902952042,0.0,True,0.9221509265177721,0.8867167582835882,0.8102719538428598,7,7,True,False,False,7,3,105,67,0.9288763661202186,0.8484763241408362,0.7860404267049388,7,False,True,False,3,33,-0.006725439602446537,0.03824043414275202,0.024231527137920983,0,0,0,0,0,34
81,av_sigma_0.05,0.05,17.03217902952042,0.0,True,0.9082453266781972,0.895949424596067,0.8056318245831653,7,7,True,False,False,7,4,106,88,0.9288763661202186,0.8484763241408362,0.7860404267049388,7,False,True,False,3,33,-0.02063103944202138,0.04747310045523079,0.019591397878226502,0,0,0,0,1,55
81,av_sigma_0.1,0.1,17.03217902952042,0.0,True,0.9308294911202186,0.8588929908075028,0.7902852183716054,7,7,True,False,False,3,1,103,41,0.9288763661202186,0.8484763241408362,0.7860404267049388,7,False,True,False,3,33,0.001953125,0.01041666666666663,0.004244791666666581,0,0,0,0,-2,8
81,av_sigma_0.2,0.2,17.03217902952042,0.0,True,0.9301784494535519,0.8588929908075028,0.7896341767049387,7,7,True,False,False,2,1,104,50,0.9288763661202186,0.8484763241408362,0.7860404267049388,7,False,True,False,3,33,0.0013020833333332593,0.01041666666666663,0.003593749999999951,0,0,0,0,-2,17
82,baseline,0.0,17.044626788618505,0.0,True,0.9187585382513661,0.9642951662521243,0.884714156983615,7,7,True,False,False,11,4,108,51,0.9187585382513661,0.9642951662521243,0.884714156983615,7,False,True,False,4,51,0.0,0.0,0.0,0,0,0,0,0,0
