realisation,condition,av_error_sigma_mag,stage1_fracture_scale_pc,stage1_fracture_abs_error_pc,exact_spatial_reconstruction,mean_completeness,mean_purity,mean_jaccard,templates_detected_ge50pct,strict_recoveries_of_8,overlap_best_groups_separate,formal_overlap_resolved,strict_overlap_resolved,s2_significant_flags,s2_accepted_splits,s2_final_groups,s2_orphans,mean_completeness_baseline,mean_purity_baseline,mean_jaccard_baseline,strict_recoveries_of_8_baseline,formal_overlap_resolved_baseline,overlap_best_groups_separate_baseline,strict_overlap_resolved_baseline,s2_accepted_splits_baseline,s2_orphans_baseline,delta_mean_completeness_vs_baseline,delta_mean_purity_vs_baseline,delta_mean_jaccard_vs_baseline,delta_strict_recoveries_of_8_vs_baseline,delta_formal_overlap_resolved_vs_baseline,delta_overlap_best_groups_separate_vs_baseline,delta_strict_overlap_resolved_vs_baseline,delta_s2_accepted_splits_vs_baseline,delta_s2_orphans_vs_baseline
0,baseline,0.0,17.034607659265447,0.0,True,0.8779400176091643,0.8344399013117432,0.736383489126814,7,6,True,False,False,11,4,105,76,0.8779400176091643,0.8344399013117432,0.736383489126814,6,False,True,False,4,76,0.0,0.0,0.0,0,0,0,0,0,0
0,av_sigma_0.025,0.025,17.034607659265447,0.0,True,0.9187585382513661,0.8537065826057777,0.7792653535449834,7,7,True,False,False,8,4,105,78,0.8779400176091643,0.8344399013117432,0.736383489126814,6,False,True,False,4,76,0.040818520642201817,0.019266681294034527,0.042881864418169435,1,0,0,0,0,2
0,av_sigma_0.05,0.05,17.034607659265447,0.0,True,0.9174564549180328,0.8535171886663837,0.7780027272823571,7,7,True,False,False,6,3,104,78,0.8779400176091643,0.8344399013117432,0.736383489126814,6,False,True,False,4,76,0.03951643730886856,0.019077287354640537,0.04161923815554314,1,0,0,0,-1,2
0,av_sigma_0.1,0.1,17.034607659265447,0.0,True,0.9233158299180328,0.8273119521729593,0.7755707019094131,7,7,True,False,False,3,2,103,67,0.8779400176091643,0.8344399013117432,0.736383489126814,6,False,True,False,4,76,0.04537581230886856,-0.007127949138783896,0.03918721278259918,1,0,0,0,-2,-9
0,av_sigma_0.2,0.2,17.034607659265447,0.0,True,0.9218643271857924,0.8300021008130605,0.7712299095041045,8,6,True,True,False,2,2,103,83,0.8779400176091643,0.8344399013117432,0.736383489126814,6,False,True,False,4,76,0.04392430957662807,-0.004437800498682698,0.03484642037729058,0,1,0,0,-2,7
1,baseline,0.0,17.02975793523601,0.0,True,0.8720507783125282,0.9080322436594683,0.7840364481504418,7,6,True,False,False,13,6,110,82,0.8720507783125282,0.9080322436594683,0.7840364481504418,6,False,True,False,6,82,0.0,0.0,0.0,0,0,0,0,0,0
1,av_sigma_0.025,0.025,17.02975793523601,0.0,True,0.9125288459730787,0.9034466281390834,0.8185688097203552,7,7,True,False,False,7,5,108,78,0.8720507783125282,0.9080322436594683,0.7840364481504418,6,False,True,False,6,82,0.04047806766055051,-0.004585615520384945,0.03453236156991335,1,0,0,0,-1,-4
1,av_sigma_0.05,0.05,17.02975793523601,0.0,True,0.915784054306412,0.9074017665980592,0.8242698374307839,7,7,True,False,False,4,3,104,77,0.8720507783125282,0.9080322436594683,0.7840364481504418,6,False,True,False,6,82,0.04373327599388377,-0.0006304770614091737,0.040233389280342036,1,0,0,0,-3,-5
1,av_sigma_0.1,0.1,17.02975793523601,0.0,True,0.9220137465846995,0.8792363282096893,0.8028226967961782,7,7,True,False,False,4,3,106,63,0.8720507783125282,0.9080322436594683,0.7840364481504418,6,False,True,False,6,82,0.04996296827217128,-0.028795915449778997,0.018786248645736414,1,0,0,0,-3,-19
1,av_sigma_0.2,0.2,17.02975793523601,0.0,True,0.9334123121584699,0.879633054466259,0.8152068024024175,8,7,True,True,False,2,2,106,60,0.8720507783125282,0.9080322436594683,0.7840364481504418,6,False,True,False,6,82,0.061361533845941674,-0.028399189193209384,0.031170354251975674,1,1,0,0,-4,-22
2,baseline,0.0,17.04193096544586,0.0,True,0.9187585382513661,0.9048944546807407,0.8263836238019975,7,7,True,False,False,14,5,107,78,0.9187585382513661,0.9048944546807407,0.8263836238019975,7,False,True,False,5,78,0.0,0.0,0.0,0,0,0,0,0,0
2,av_sigma_0.025,0.025,17.04193096544586,0.0,True,0.9226647882513661,0.9048944546807407,0.8302898738019975,7,7,True,False,False,8,4,104,79,0.9187585382513661,0.9048944546807407,0.8263836238019975,7,False,True,False,5,78,0.00390625,0.0,0.00390625,0,0,0,0,-1,1
2,av_sigma_0.05,0.05,17.04193096544586,0.0,True,0.9226647882513661,0.9043426439485176,0.829818761186335,7,7,True,False,False,7,4,104,79,0.9187585382513661,0.9048944546807407,0.8263836238019975,7,False,True,False,5,78,0.00390625,-0.0005518107322231014,0.003435137384337539,0,0,0,0,-1,1
2,av_sigma_0.1,0.1,17.04193096544586,0.0,True,0.9199325478142076,0.9039667545673926,0.8274490929398894,7,7,True,False,False,3,3,104,75,0.9187585382513661,0.9048944546807407,0.8263836238019975,7,False,True,False,5,78,0.001174009562841527,-0.0009277001133480844,0.0010654691378919612,0,0,0,0,-2,-3
2,av_sigma_0.2,0.2,17.04193096544586,0.0,True,0.9096226092896175,0.9078974225032961,0.8225337298840343,7,6,True,False,False,5,3,106,111,0.9187585382513661,0.9048944546807407,0.8263836238019975,7,False,True,False,5,78,-0.00913592896174864,0.00300296782255538,-0.0038498939179631986,-1,0,0,0,-2,33
3,baseline,0.0,17.043204459850088,0.0,True,0.9187585382513661,0.9015883988907305,0.8213919026786094,7,7,True,False,False,11,4,108,54,0.9187585382513661,0.9015883988907305,0.8213919026786094,7,False,True,False,4,54,0.0,0.0,0.0,0,0,0,0,0,0
3,av_sigma_0.025,0.025,17.043204459850088,0.0,True,0.9173924180327868,0.9015149271038967,0.820089819345276,7,7,True,False,False,10,4,109,47,0.9187585382513661,0.9015883988907305,0.8213919026786094,7,False,True,False,4,54,-0.001366120218579292,-7.347178683381195e-05,-0.0013020833333333703,0,0,0,0,0,-7
3,av_sigma_0.05,0.05,17.043204459850088,0.0,True,0.9186624829234973,0.9014775541718656,0.8213919026786094,7,7,True,False,False,6,4,109,50,0.9187585382513661,0.9015883988907305,0.8213919026786094,7,False,True,False,4,54,-9.605532786882698e-05,-0.00011084471886491087,0.0,0,0,0,0,0,-4
3,av_sigma_0.1,0.1,17.043204459850088,0.0,True,0.9219176912568305,0.9014775541718656,0.8246471110119427,7,7,True,False,False,4,2,107,49,0.9187585382513661,0.9015883988907305,0.8213919026786094,7,False,True,False,4,54,0.0031591530054644323,-0.00011084471886491087,0.0032552083333332593,0,0,0,0,-2,-5
3,av_sigma_0.2,0.2,17.043204459850088,0.0,True,0.9256745218579234,0.9019872936603446,0.8301569794329953,8,6,True,True,False,2,2,105,73,0.9187585382513661,0.9015883988907305,0.8213919026786094,7,False,True,False,4,54,0.006915983606557319,0.00039889476961407766,0.00876507675438587,-1,1,0,0,-2,19
4,baseline,0.0,17.027820392426293,0.0,True,0.9288763661202186,0.7989424862036703,0.7319141499637664,7,6,True,False,False,7,2,104,27,0.9288763661202186,0.7989424862036703,0.7319141499637664,6,False,True,False,2,27,0.0,0.0,0.0,0,0,0,0,0,0
4,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9321635928961749,0.7991980756052461,0.7350706695894802,7,6,True,False,False,3,1,101,21,0.9288763661202186,0.7989424862036703,0.7319141499637664,6,False,True,False,2,27,0.0032872267759562757,0.00025558940157588417,0.0031565196257138384,0,0,0,0,-1,-6
4,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9328146345628415,0.7992391940262988,0.735711695230506,7,6,True,False,False,2,1,101,20,0.9288763661202186,0.7989424862036703,0.7319141499637664,6,False,True,False,2,27,0.003938268442622905,0.00029670782262858353,0.003797545266739588,0,0,0,0,-1,-7
4,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9334656762295082,0.8005412773596321,0.7366633209243997,7,6,True,False,False,1,1,101,21,0.9288763661202186,0.7989424862036703,0.7319141499637664,6,False,True,False,2,27,0.004589310109289535,0.0015987911559618428,0.00474917096063332,0,0,0,0,-1,-6
4,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9314805327868853,0.7993652359647541,0.7337921009988628,7,6,True,False,False,1,1,101,28,0.9288763661202186,0.7989424862036703,0.7319141499637664,6,False,True,False,2,27,0.0026041666666666297,0.00042274976108380713,0.00187795103509647,0,0,0,0,-1,1
5,baseline,0.0,17.027820392426293,0.0,True,0.9213627049180328,0.8005100861439707,0.7491170610110697,7,7,True,False,False,13,4,107,113,0.9213627049180328,0.8005100861439707,0.7491170610110697,7,False,True,False,4,113,0.0,0.0,0.0,0,0,0,0,0,0
5,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9226647882513661,0.8368004087246159,0.759465196975982,7,7,True,False,False,10,3,104,107,0.9213627049180328,0.8005100861439707,0.7491170610110697,7,False,True,False,4,113,0.0013020833333332593,0.03629032258064524,0.010348135964912353,0,0,0,0,-1,-6
5,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9212986680327868,0.8368004087246159,0.7580990767574027,7,7,True,False,False,5,3,104,107,0.9213627049180328,0.8005100861439707,0.7491170610110697,7,False,True,False,4,113,-6.403688524603268e-05,0.03629032258064524,0.00898201574633306,0,0,0,0,-1,-6
5,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9199645662568305,0.835411519835727,0.7564647536947453,7,7,True,False,False,3,2,103,109,0.9213627049180328,0.8005100861439707,0.7491170610110697,7,False,True,False,4,113,-0.0013981386612023083,0.034901433691756356,0.007347692683675633,0,0,0,0,-2,-4
5,av_sigma_0.2,0.2,17.027820392426293,0.0,True,1.0,0.6801769027485203,0.6801769027485203,8,6,False,False,False,1,0,100,0,0.9213627049180328,0.8005100861439707,0.7491170610110697,7,False,True,False,4,113,0.07863729508196715,-0.1203331833954504,-0.0689401582625494,-1,0,-1,0,-4,-113
6,baseline,0.0,16.845794541725994,0.0,True,0.9249243860294244,0.8946905228917423,0.8248945168681198,7,7,True,False,False,9,3,101,31,0.9249243860294244,0.8946905228917423,0.8248945168681198,7,False,True,False,3,31,0.0,0.0,0.0,0,0,0,0,0,0
6,av_sigma_0.025,0.025,16.845794541725994,0.0,True,0.9249243860294244,0.8946905228917423,0.8248945168681198,7,7,True,False,False,5,3,101,22,0.9249243860294244,0.8946905228917423,0.8248945168681198,7,False,True,False,3,31,0.0,0.0,0.0,0,0,0,0,0,-9
6,av_sigma_0.05,0.05,16.845794541725994,0.0,True,0.9313893811844631,0.873524552846462,0.8091621325717746,8,7,True,True,False,3,2,100,19,0.9249243860294244,0.8946905228917423,0.8248945168681198,7,False,True,False,3,31,0.006464995155038733,-0.021165970045280313,-0.01573238429634516,0,1,0,0,-1,-12
6,av_sigma_0.1,0.1,16.845794541725994,0.0,True,0.9313893811844631,0.873524552846462,0.8091621325717746,8,7,True,True,False,2,1,99,17,0.9249243860294244,0.8946905228917423,0.8248945168681198,7,False,True,False,3,31,0.006464995155038733,-0.021165970045280313,-0.01573238429634516,0,1,0,0,-2,-14
6,av_sigma_0.2,0.2,16.845794541725994,0.0,True,0.9149762781142877,0.9070027236118668,0.82558061383988,7,7,True,False,False,2,2,100,36,0.9249243860294244,0.8946905228917423,0.8248945168681198,7,False,True,False,3,31,-0.009948107915136672,0.012312200720124511,0.0006860969717602527,0,0,0,0,-1,5
7,baseline,0.0,17.018295368341942,0.0,True,0.9213627049180328,0.8942756360667939,0.8210968800613996,7,7,True,False,False,13,5,108,78,0.9213627049180328,0.8942756360667939,0.8210968800613996,7,False,True,False,5,78,0.0,0.0,0.0,0,0,0,0,0,0
7,av_sigma_0.025,0.025,17.018295368341942,0.0,True,0.9226647882513661,0.8970534138445718,0.8229895991335645,7,7,True,False,False,8,4,105,78,0.9213627049180328,0.8942756360667939,0.8210968800613996,7,False,True,False,5,78,0.0013020833333332593,0.002777777777777879,0.0018927190721649279,0,0,0,0,-1,0
7,av_sigma_0.05,0.05,17.018295368341942,0.0,True,0.913943858018808,0.8970534138445718,0.8142686689010065,7,7,True,False,False,6,4,106,67,0.9213627049180328,0.8942756360667939,0.8210968800613996,7,False,True,False,5,78,-0.007418846899224896,0.002777777777777879,-0.006828211160393116,0,0,0,0,-1,-11
7,av_sigma_0.1,0.1,17.018295368341942,0.0,True,0.8989165356144364,0.9173415280679753,0.8165759470015875,7,6,True,False,False,4,4,107,103,0.9213627049180328,0.8942756360667939,0.8210968800613996,7,False,True,False,5,78,-0.02244616930359644,0.023065892001181365,-0.004520933059812049,-1,0,0,0,-1,25
7,av_sigma_0.2,0.2,17.018295368341942,0.0,True,0.9124509050546448,0.864573098442154,0.7792777826806337,7,7,True,False,False,4,3,103,119,0.9213627049180328,0.8942756360667939,0.8210968800613996,7,False,True,False,5,78,-0.008911799863388081,-0.029702537624639924,-0.041819097380765835,0,0,0,0,-2,41
8,baseline,0.0,17.018295368341942,0.0,True,0.9226647882513661,0.9041126114164817,0.8299082154246715,7,7,True,False,False,10,3,104,94,0.9226647882513661,0.9041126114164817,0.8299082154246715,7,False,True,False,3,94,0.0,0.0,0.0,0,0,0,0,0,0
8,av_sigma_0.025,0.025,17.018295368341942,0.0,True,0.9226647882513661,0.9054274781766499,0.8302055984540133,7,7,True,False,False,6,3,104,96,0.9226647882513661,0.9041126114164817,0.8299082154246715,7,False,True,False,3,94,0.0,0.0013148667601682318,0.00029738302934179117,0,0,0,0,0,2
8,av_sigma_0.05,0.05,17.018295368341942,0.0,True,0.9212986680327868,0.9054274781766499,0.8288394782354341,7,7,True,False,False,4,2,103,95,0.9226647882513661,0.9041126114164817,0.8299082154246715,7,False,True,False,3,94,-0.001366120218579292,0.0013148667601682318,-0.0010687371892373898,0,0,0,0,-1,1
8,av_sigma_0.1,0.1,17.018295368341942,0.0,True,0.9219817281420766,0.904678975182638,0.828906299333082,7,7,True,False,False,3,2,103,94,0.9226647882513661,0.9041126114164817,0.8299082154246715,7,False,True,False,3,94,-0.000683060109289535,0.0005663637661562637,-0.0010019160915895053,0,0,0,0,-1,0
8,av_sigma_0.2,0.2,17.018295368341942,0.0,True,0.9230596823770492,0.9025092505489589,0.8292989289308647,8,7,True,True,False,3,2,104,114,0.9226647882513661,0.9041126114164817,0.8299082154246715,7,False,True,False,3,94,0.00039489412568305404,-0.001603360867522774,-0.0006092864938068709,0,1,0,0,-1,20
9,baseline,0.0,17.027820392426293,0.0,True,0.9194095799180328,0.9362272804432802,0.8572973128414376,7,7,True,False,False,10,4,108,54,0.9194095799180328,0.9362272804432802,0.8572973128414376,7,False,True,False,4,54,0.0,0.0,0.0,0,0,0,0,0,0
9,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9226647882513661,0.9362272804432802,0.8605525211747709,7,7,True,False,False,5,3,105,55,0.9194095799180328,0.9362272804432802,0.8572973128414376,7,False,True,False,4,54,0.0032552083333332593,0.0,0.0032552083333332593,0,0,0,0,-1,1
9,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9226647882513661,0.9368609699581851,0.8610876952505542,7,7,True,False,False,3,3,105,58,0.9194095799180328,0.9362272804432802,0.8572973128414376,7,False,True,False,4,54,0.0032552083333332593,0.0006336895149049449,0.003790382409116555,0,0,0,0,-1,4
9,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9219497096994536,0.9387169782454781,0.8620887029018354,7,7,True,False,False,2,2,104,63,0.9194095799180328,0.9362272804432802,0.8572973128414376,7,False,True,False,4,54,0.002540129781420708,0.0024896978021978766,0.004791390060397749,0,0,0,0,-2,9
9,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9483115607923498,0.9314541013610559,0.8809818484145602,8,7,True,True,False,1,1,104,35,0.9194095799180328,0.9362272804432802,0.8572973128414376,7,False,True,False,4,54,0.028901980874316946,-0.004773179082224299,0.023684535573122556,0,1,0,0,-3,-19
10,baseline,0.0,17.027820392426293,0.0,True,0.9288763661202186,0.8600619612013414,0.8039419324554868,7,7,True,False,False,11,3,108,30,0.9288763661202186,0.8600619612013414,0.8039419324554868,7,False,True,False,3,30,0.0,0.0,0.0,0,0,0,0,0,0
10,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9198685109289617,0.8767597962278217,0.8104893401552766,7,7,True,False,False,9,4,109,60,0.9288763661202186,0.8600619612013414,0.8039419324554868,7,False,True,False,3,30,-0.009007855191256908,0.016697835026480368,0.006547407699789787,0,0,0,0,1,30
10,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9198685109289617,0.8760250390171609,0.8099168916400872,7,7,True,False,False,7,4,109,59,0.9288763661202186,0.8600619612013414,0.8039419324554868,7,False,True,False,3,30,-0.009007855191256908,0.015963077815819515,0.005974959184600337,0,0,0,0,1,29
10,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9164852288251366,0.893455439052748,0.810946553283113,7,7,True,False,False,3,2,105,61,0.9288763661202186,0.8600619612013414,0.8039419324554868,7,False,True,False,3,30,-0.012391137295082011,0.03339347785140667,0.007004620827626207,0,0,0,0,-1,31
10,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9314805327868853,0.8792846175902599,0.811669390974153,7,7,True,False,False,1,1,105,34,0.9288763661202186,0.8600619612013414,0.8039419324554868,7,False,True,False,3,30,0.0026041666666666297,0.019222656388918513,0.007727458518666186,0,0,0,0,-2,4
11,baseline,0.0,17.038393596540367,0.0,True,0.9194095799180328,0.8839503162148656,0.8128501360900278,7,7,True,False,False,12,4,107,27,0.9194095799180328,0.8839503162148656,0.8128501360900278,7,False,True,False,4,27,0.0,0.0,0.0,0,0,0,0,0,0
11,av_sigma_0.025,0.025,17.038393596540367,0.0,True,0.9226647882513661,0.8959184013212487,0.8185831895726148,7,7,True,False,False,7,3,104,21,0.9194095799180328,0.8839503162148656,0.8128501360900278,7,False,True,False,4,27,0.0032552083333332593,0.01196808510638303,0.005733053482587014,0,0,0,0,-1,-6
11,av_sigma_0.05,0.05,17.038393596540367,0.0,True,0.9226647882513661,0.8959184013212487,0.8185831895726148,7,7,True,False,False,5,3,104,25,0.9194095799180328,0.8839503162148656,0.8128501360900278,7,False,True,False,4,27,0.0032552083333332593,0.01196808510638303,0.005733053482587014,0,0,0,0,-1,-2
11,av_sigma_0.1,0.1,17.038393596540367,0.0,True,0.9212666495901639,0.8959184013212487,0.8171850509114126,7,7,True,False,False,4,2,103,28,0.9194095799180328,0.8839503162148656,0.8128501360900278,7,False,True,False,4,27,0.001857069672131062,0.01196808510638303,0.0043349148213848165,0,0,0,0,-2,1
11,av_sigma_0.2,0.2,17.038393596540367,0.0,True,0.914702868852459,0.8959184013212487,0.8106212701737077,8,6,True,True,False,3,2,104,50,0.9194095799180328,0.8839503162148656,0.8128501360900278,7,False,True,False,4,27,-0.004706711065573854,0.01196808510638303,-0.0022288659163200997,-1,1,0,0,-2,23
12,baseline,0.0,17.027820392426293,0.0,True,0.9269232411202186,0.9280715572702334,0.8627753413158352,7,7,True,False,False,11,4,108,35,0.9269232411202186,0.9280715572702334,0.8627753413158352,7,False,True,False,4,35,0.0,0.0,0.0,0,0,0,0,0,0
12,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9308615095628415,0.9285838411812174,0.8665774204947988,7,7,True,False,False,9,4,108,30,0.9269232411202186,0.9280715572702334,0.8627753413158352,7,False,True,False,4,35,0.003938268442622905,0.0005122839109840127,0.00380207917896358,0,0,0,0,0,-5
12,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9315125512295082,0.9376044597379184,0.8692895488448825,7,7,True,False,False,4,2,104,26,0.9269232411202186,0.9280715572702334,0.8627753413158352,7,False,True,False,4,35,0.004589310109289535,0.009532902467685012,0.0065142075290473,0,0,0,0,-2,-9
12,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9315125512295082,0.9376044597379184,0.8692895488448825,7,7,True,False,False,2,2,105,19,0.9269232411202186,0.9280715572702334,0.8627753413158352,7,False,True,False,4,35,0.004589310109289535,0.009532902467685012,0.0065142075290473,0,0,0,0,-2,-16
12,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9315125512295082,0.9347990403029105,0.8665112909395829,7,7,True,False,False,2,2,105,34,0.9269232411202186,0.9280715572702334,0.8627753413158352,7,False,True,False,4,35,0.004589310109289535,0.006727483032677117,0.003735949623747681,0,0,0,0,-2,-1
13,baseline,0.0,17.015217647302862,0.0,True,0.9259199965846995,0.865812925031141,0.8028570888470962,7,7,True,False,False,11,3,104,39,0.9259199965846995,0.865812925031141,0.8028570888470962,7,False,True,False,3,39,0.0,0.0,0.0,0,0,0,0,0,0
13,av_sigma_0.025,0.025,17.015217647302862,0.0,True,0.9259199965846995,0.865812925031141,0.8028570888470962,7,7,True,False,False,8,3,104,44,0.9259199965846995,0.865812925031141,0.8028570888470962,7,False,True,False,3,39,0.0,0.0,0.0,0,0,0,0,0,5
13,av_sigma_0.05,0.05,17.015217647302862,0.0,True,0.9265710382513661,0.8659509644467034,0.8034668449446571,8,7,True,True,False,7,3,104,50,0.9259199965846995,0.865812925031141,0.8028570888470962,7,False,True,False,3,39,0.0006510416666666297,0.000138039415562341,0.0006097560975609762,0,1,0,0,0,11
13,av_sigma_0.1,0.1,17.015217647302862,0.0,True,0.9278731215846995,0.8652342213274373,0.8043962789962792,8,7,True,True,False,5,2,105,30,0.9259199965846995,0.865812925031141,0.8028570888470962,7,False,True,False,3,39,0.001953125,-0.0005787037037037202,0.0015391901491830229,0,1,0,0,-1,-9
13,av_sigma_0.2,0.2,17.015217647302862,0.0,True,0.927520918715847,0.8625007307613997,0.8012027386971644,8,7,True,True,False,3,2,105,35,0.9259199965846995,0.865812925031141,0.8028570888470962,7,False,True,False,3,39,0.0016009221311474864,-0.0033121942697413864,-0.0016543501499317603,0,1,0,0,-1,-4
14,baseline,0.0,17.018295368341942,0.0,True,0.9189458510364967,0.9337285262370152,0.8546636183139303,7,7,True,False,False,14,6,108,109,0.9189458510364967,0.9337285262370152,0.8546636183139303,7,False,True,False,6,109,0.0,0.0,0.0,0,0,0,0,0,0
14,av_sigma_0.025,0.025,17.018295368341942,0.0,True,0.9228841194791196,0.9331923217071594,0.8580204226277572,7,7,True,False,False,9,5,104,114,0.9189458510364967,0.9337285262370152,0.8546636183139303,7,False,True,False,6,109,0.003938268442622905,-0.0005362045298558105,0.0033568043138269,0,0,0,0,-1,5
14,av_sigma_0.05,0.05,17.018295368341942,0.0,True,0.9044414965283,0.9488617376775271,0.8534202749129,7,6,True,False,False,7,5,104,148,0.9189458510364967,0.9337285262370152,0.8546636183139303,7,False,True,False,6,109,-0.01450435450819676,0.01513321144051194,-0.0012433434010303834,-1,0,0,0,-1,39
14,av_sigma_0.1,0.1,17.018295368341942,0.0,True,0.9215179992605405,0.936699575515365,0.8602814607868091,7,7,True,False,False,5,4,103,117,0.9189458510364967,0.9337285262370152,0.8546636183139303,7,False,True,False,6,109,0.0025721482240437243,0.002971049278349791,0.005617842472878776,0,0,0,0,-2,8
14,av_sigma_0.2,0.2,17.018295368341942,0.0,True,0.9121744889582394,0.9272741765070488,0.8430387640502772,7,7,True,False,False,4,4,104,128,0.9189458510364967,0.9337285262370152,0.8546636183139303,7,False,True,False,6,109,-0.006771362078257348,-0.006454349729966391,-0.011624854263653117,0,0,0,0,-2,19
15,baseline,0.0,17.048388529750305,0.0,True,0.9187585382513661,0.8631789529948072,0.7848283320860663,7,6,True,False,False,10,4,107,70,0.9187585382513661,0.8631789529948072,0.7848283320860663,6,False,True,False,4,70,0.0,0.0,0.0,0,0,0,0,0,0
15,av_sigma_0.025,0.025,17.048388529750305,0.0,True,0.9226647882513661,0.8621031438832838,0.7878143299259535,7,6,True,False,False,6,3,104,68,0.9187585382513661,0.8631789529948072,0.7848283320860663,6,False,True,False,4,70,0.00390625,-0.0010758091115233848,0.002985997839887178,0,0,0,0,-1,-2
15,av_sigma_0.05,0.05,17.048388529750305,0.0,True,0.9226647882513661,0.8621031438832838,0.7878143299259535,7,6,True,False,False,4,2,103,67,0.9187585382513661,0.8631789529948072,0.7848283320860663,6,False,True,False,4,70,0.00390625,-0.0010758091115233848,0.002985997839887178,0,0,0,0,-2,-3
15,av_sigma_0.1,0.1,17.048388529750305,0.0,True,0.9219817281420766,0.8625411978927664,0.7876854413295777,7,6,True,False,False,3,2,103,72,0.9187585382513661,0.8631789529948072,0.7848283320860663,6,False,True,False,4,70,0.003223189890710465,-0.0006377551020407823,0.0028571092435114576,0,0,0,0,-2,2
15,av_sigma_0.2,0.2,17.048388529750305,0.0,True,0.9308081454918032,0.8694612072758299,0.8033665592873243,8,6,True,True,False,3,2,106,73,0.9187585382513661,0.8631789529948072,0.7848283320860663,6,False,True,False,4,70,0.012049607240437132,0.006282254281022692,0.018538227201257973,0,1,0,0,-2,3
16,baseline,0.0,17.023194609192984,0.0,True,0.9246179132513661,0.9025755642681277,0.8378477235318407,7,7,True,False,False,12,5,108,120,0.9246179132513661,0.9025755642681277,0.8378477235318407,7,False,True,False,5,120,0.0,0.0,0.0,0,0,0,0,0,0
16,av_sigma_0.025,0.025,17.023194609192984,0.0,True,0.9212986680327868,0.9165262089991193,0.8393092304444966,7,7,True,False,False,5,4,105,125,0.9246179132513661,0.9025755642681277,0.8378477235318407,7,False,True,False,5,120,-0.003319245218579292,0.013950644730991613,0.0014615069126558966,0,0,0,0,-1,5
16,av_sigma_0.05,0.05,17.023194609192984,0.0,True,0.9206156079234973,0.9157821613800716,0.8380478021195008,7,7,True,False,False,5,4,105,126,0.9246179132513661,0.9025755642681277,0.8378477235318407,7,False,True,False,5,120,-0.004002305327868827,0.01320659711194394,0.0002000785876601352,0,0,0,0,-1,6
16,av_sigma_0.1,0.1,17.023194609192984,0.0,True,0.9177086311793112,0.9130028222196583,0.8336803006729604,7,7,True,False,False,3,3,105,111,0.9246179132513661,0.9025755642681277,0.8378477235318407,7,False,True,False,5,120,-0.006909282072054879,0.010427257951530655,-0.004167422858880276,0,0,0,0,-2,-9
16,av_sigma_0.2,0.2,17.023194609192984,0.0,True,0.9223125853825136,0.867927479829738,0.794708041730724,8,7,True,True,False,4,2,104,109,0.9246179132513661,0.9025755642681277,0.8378477235318407,7,False,True,False,5,120,-0.0023053278688525136,-0.03464808443838974,-0.043139681801116714,0,1,0,0,-3,-11
17,baseline,0.0,16.897601390104445,0.0,True,0.9179843265396543,0.8172586850018881,0.7375896493274177,7,7,True,False,False,9,3,99,51,0.9179843265396543,0.8172586850018881,0.7375896493274177,7,False,True,False,3,51,0.0,0.0,0.0,0,0,0,0,0,0
17,av_sigma_0.025,0.025,16.897601390104445,0.0,True,0.9179843265396543,0.8172586850018881,0.7375896493274177,7,7,True,False,False,5,3,99,48,0.9179843265396543,0.8172586850018881,0.7375896493274177,7,False,True,False,3,51,0.0,0.0,0.0,0,0,0,0,0,-3
17,av_sigma_0.05,0.05,16.897601390104445,0.0,True,0.9179843265396543,0.8172586850018881,0.7375896493274177,7,7,True,False,False,4,2,98,46,0.9179843265396543,0.8172586850018881,0.7375896493274177,7,False,True,False,3,51,0.0,0.0,0.0,0,0,0,0,-1,-5
17,av_sigma_0.1,0.1,16.897601390104445,0.0,True,0.9179523080970314,0.8171955761874429,0.7376156909940843,7,7,True,False,False,2,2,98,57,0.9179843265396543,0.8172586850018881,0.7375896493274177,7,False,True,False,3,51,-3.201844262290532e-05,-6.310881444526739e-05,2.6041666666642982e-05,0,0,0,0,-1,6
17,av_sigma_0.2,0.2,16.897601390104445,0.0,True,0.9117727486708019,0.8178426857646646,0.7330015811455994,7,7,True,False,False,2,2,100,73,0.9179843265396543,0.8172586850018881,0.7375896493274177,7,False,True,False,3,51,-0.006211577868852403,0.0005840007627764265,-0.004588068181818228,0,0,0,0,-1,22
