realisation,gate_factor,delta_bic_threshold,separation_threshold,delta_v_kms,intrinsic_velocity_sigma_kms,velocity_seed,velocity_direction_angle_rad,angle_matches_archived_table3,exact_spatial_reconstruction,stage1_fracture_abs_error_pc,stage1_radius_graph_pairs,t01_stage1_best_group,t02_stage1_best_group,stage1_already_separate,target_parent_gid,s3_accepted_splits,s3_orphans,mean_completeness,mean_purity,mean_jaccard,templates_detected_ge50pct,strict_recoveries_of_8,overlap_best_groups_separate,formal_overlap_resolved,strict_overlap_resolved
0,0.8,8.0,1.6,3.0,1.0,50260725,3.489988484439527,True,True,0.0,15922,4,4,False,4,0,0,1.0,0.7193180544672495,0.7193180544672495,8,6,False,False,False
0,0.9,9.0,1.8,3.0,1.0,50260725,3.489988484439527,True,True,0.0,15922,4,4,False,4,0,0,1.0,0.7193180544672495,0.7193180544672495,8,6,False,False,False
0,1.0,10.0,2.0,3.0,1.0,50260725,3.489988484439527,True,True,0.0,15922,4,4,False,4,0,0,1.0,0.7193180544672495,0.7193180544672495,8,6,False,False,False
0,1.1,11.0,2.2,3.0,1.0,50260725,3.489988484439527,True,True,0.0,15922,4,4,False,4,0,0,1.0,0.7193180544672495,0.7193180544672495,8,6,False,False,False
0,1.2,12.0,2.4,3.0,1.0,50260725,3.489988484439527,True,True,0.0,15922,4,4,False,4,0,0,1.0,0.7193180544672495,0.7193180544672495,8,6,False,False,False
1,0.8,8.0,1.6,3.0,1.0,50260726,3.961831083182719,True,True,0.0,15816,8,8,False,8,1,34,0.9862000512295082,0.8689198784832226,0.8566428659428122,8,8,True,True,True
1,0.9,9.0,1.8,3.0,1.0,50260726,3.961831083182719,True,True,0.0,15816,8,8,False,8,1,34,0.9862000512295082,0.8689198784832226,0.8566428659428122,8,8,True,True,True
1,1.0,10.0,2.0,3.0,1.0,50260726,3.961831083182719,True,True,0.0,15816,8,8,False,8,1,34,0.9862000512295082,0.8689198784832226,0.8566428659428122,8,8,True,True,True
1,1.1,11.0,2.2,3.0,1.0,50260726,3.961831083182719,True,True,0.0,15816,8,8,False,8,1,34,0.9862000512295082,0.8689198784832226,0.8566428659428122,8,8,True,True,True
1,1.2,12.0,2.4,3.0,1.0,50260726,3.961831083182719,True,True,0.0,15816,8,8,False,8,1,34,0.9862000512295082,0.8689198784832226,0.8566428659428122,8,8,True,True,True
2,0.8,8.0,1.6,3.0,1.0,50260727,4.833512560881695,True,True,0.0,15845,2,2,False,2,0,0,1.0,0.7421885182420709,0.7421885182420709,8,6,False,False,False
2,0.9,9.0,1.8,3.0,1.0,50260727,4.833512560881695,True,True,0.0,15845,2,2,False,2,0,0,1.0,0.7421885182420709,0.7421885182420709,8,6,False,False,False
2,1.0,10.0,2.0,3.0,1.0,50260727,4.833512560881695,True,True,0.0,15845,2,2,False,2,0,0,1.0,0.7421885182420709,0.7421885182420709,8,6,False,False,False
2,1.1,11.0,2.2,3.0,1.0,50260727,4.833512560881695,True,True,0.0,15845,2,2,False,2,0,0,1.0,0.7421885182420709,0.7421885182420709,8,6,False,False,False
2,1.2,12.0,2.4,3.0,1.0,50260727,4.833512560881695,True,True,0.0,15845,2,2,False,2,0,0,1.0,0.7421885182420709,0.7421885182420709,8,6,False,False,False
3,0.8,8.0,1.6,3.0,1.0,50260728,2.327526136450255,True,True,0.0,15675,9,9,False,9,0,0,1.0,0.7693224871006205,0.7693224871006205,8,6,False,False,False
3,0.9,9.0,1.8,3.0,1.0,50260728,2.327526136450255,True,True,0.0,15675,9,9,False,9,0,0,1.0,0.7693224871006205,0.7693224871006205,8,6,False,False,False
3,1.0,10.0,2.0,3.0,1.0,50260728,2.327526136450255,True,True,0.0,15675,9,9,False,9,0,0,1.0,0.7693224871006205,0.7693224871006205,8,6,False,False,False
3,1.1,11.0,2.2,3.0,1.0,50260728,2.327526136450255,True,True,0.0,15675,9,9,False,9,0,0,1.0,0.7693224871006205,0.7693224871006205,8,6,False,False,False
3,1.2,12.0,2.4,3.0,1.0,50260728,2.327526136450255,True,True,0.0,15675,9,9,False,9,0,0,1.0,0.7693224871006205,0.7693224871006205,8,6,False,False,False
4,0.8,8.0,1.6,3.0,1.0,50260729,1.4905496987390803,True,True,0.0,16214,2,2,False,2,1,46,0.9794014685792349,0.8043794659124945,0.7861708727039014,8,7,True,True,True
4,0.9,9.0,1.8,3.0,1.0,50260729,1.4905496987390803,True,True,0.0,16214,2,2,False,2,1,46,0.9794014685792349,0.8043794659124945,0.7861708727039014,8,7,True,True,True
4,1.0,10.0,2.0,3.0,1.0,50260729,1.4905496987390803,True,True,0.0,16214,2,2,False,2,1,46,0.9794014685792349,0.8043794659124945,0.7861708727039014,8,7,True,True,True
4,1.1,11.0,2.2,3.0,1.0,50260729,1.4905496987390803,True,True,0.0,16214,2,2,False,2,1,46,0.9794014685792349,0.8043794659124945,0.7861708727039014,8,7,True,True,True
4,1.2,12.0,2.4,3.0,1.0,50260729,1.4905496987390803,True,True,0.0,16214,2,2,False,2,0,0,1.0,0.6835524459329323,0.6835524459329323,8,5,False,False,False
5,0.8,8.0,1.6,3.0,1.0,50260730,5.354146647333957,True,True,0.0,16094,1,1,False,1,0,0,1.0,0.6801769027485203,0.6801769027485203,8,6,False,False,False
5,0.9,9.0,1.8,3.0,1.0,50260730,5.354146647333957,True,True,0.0,16094,1,1,False,1,0,0,1.0,0.6801769027485203,0.6801769027485203,8,6,False,False,False
5,1.0,10.0,2.0,3.0,1.0,50260730,5.354146647333957,True,True,0.0,16094,1,1,False,1,0,0,1.0,0.6801769027485203,0.6801769027485203,8,6,False,False,False
5,1.1,11.0,2.2,3.0,1.0,50260730,5.354146647333957,True,True,0.0,16094,1,1,False,1,0,0,1.0,0.6801769027485203,0.6801769027485203,8,6,False,False,False
5,1.2,12.0,2.4,3.0,1.0,50260730,5.354146647333957,True,True,0.0,16094,1,1,False,1,0,0,1.0,0.6801769027485203,0.6801769027485203,8,6,False,False,False
6,0.8,8.0,1.6,3.0,1.0,50260731,2.3338096915687427,True,True,0.0,15333,7,7,False,7,0,0,0.9953195382882882,0.7454908177397843,0.7423122721682294,8,6,False,False,False
6,0.9,9.0,1.8,3.0,1.0,50260731,2.3338096915687427,True,True,0.0,15333,7,7,False,7,0,0,0.9953195382882882,0.7454908177397843,0.7423122721682294,8,6,False,False,False
6,1.0,10.0,2.0,3.0,1.0,50260731,2.3338096915687427,True,True,0.0,15333,7,7,False,7,0,0,0.9953195382882882,0.7454908177397843,0.7423122721682294,8,6,False,False,False
6,1.1,11.0,2.2,3.0,1.0,50260731,2.3338096915687427,True,True,0.0,15333,7,7,False,7,0,0,0.9953195382882882,0.7454908177397843,0.7423122721682294,8,6,False,False,False
6,1.2,12.0,2.4,3.0,1.0,50260731,2.3338096915687427,True,True,0.0,15333,7,7,False,7,0,0,0.9953195382882882,0.7454908177397843,0.7423122721682294,8,6,False,False,False
7,0.8,8.0,1.6,3.0,1.0,50260732,0.4940348716259156,True,True,0.0,16023,2,2,False,2,0,0,1.0,0.7181007058041172,0.7181007058041172,8,6,False,False,False
7,0.9,9.0,1.8,3.0,1.0,50260732,0.4940348716259156,True,True,0.0,16023,2,2,False,2,0,0,1.0,0.7181007058041172,0.7181007058041172,8,6,False,False,False
7,1.0,10.0,2.0,3.0,1.0,50260732,0.4940348716259156,True,True,0.0,16023,2,2,False,2,0,0,1.0,0.7181007058041172,0.7181007058041172,8,6,False,False,False
7,1.1,11.0,2.2,3.0,1.0,50260732,0.4940348716259156,True,True,0.0,16023,2,2,False,2,0,0,1.0,0.7181007058041172,0.7181007058041172,8,6,False,False,False
7,1.2,12.0,2.4,3.0,1.0,50260732,0.4940348716259156,True,True,0.0,16023,2,2,False,2,0,0,1.0,0.7181007058041172,0.7181007058041172,8,6,False,False,False
8,0.8,8.0,1.6,3.0,1.0,50260733,3.193245037579377,True,True,0.0,15942,6,6,False,6,0,0,1.0,0.7613937681594118,0.7613937681594118,8,6,False,False,False
8,0.9,9.0,1.8,3.0,1.0,50260733,3.193245037579377,True,True,0.0,15942,6,6,False,6,0,0,1.0,0.7613937681594118,0.7613937681594118,8,6,False,False,False
8,1.0,10.0,2.0,3.0,1.0,50260733,3.193245037579377,True,True,0.0,15942,6,6,False,6,0,0,1.0,0.7613937681594118,0.7613937681594118,8,6,False,False,False
8,1.1,11.0,2.2,3.0,1.0,50260733,3.193245037579377,True,True,0.0,15942,6,6,False,6,0,0,1.0,0.7613937681594118,0.7613937681594118,8,6,False,False,False
8,1.2,12.0,2.4,3.0,1.0,50260733,3.193245037579377,True,True,0.0,15942,6,6,False,6,0,0,1.0,0.7613937681594118,0.7613937681594118,8,6,False,False,False
9,0.8,8.0,1.6,3.0,1.0,50260734,1.7054631439414238,True,True,0.0,15982,13,13,False,13,1,37,0.9826886953551912,0.9317716248423367,0.9163941886113316,8,8,True,True,True
9,0.9,9.0,1.8,3.0,1.0,50260734,1.7054631439414238,True,True,0.0,15982,13,13,False,13,1,37,0.9826886953551912,0.9317716248423367,0.9163941886113316,8,8,True,True,True
9,1.0,10.0,2.0,3.0,1.0,50260734,1.7054631439414238,True,True,0.0,15982,13,13,False,13,1,37,0.9826886953551912,0.9317716248423367,0.9163941886113316,8,8,True,True,True
9,1.1,11.0,2.2,3.0,1.0,50260734,1.7054631439414238,True,True,0.0,15982,13,13,False,13,1,37,0.9826886953551912,0.9317716248423367,0.9163941886113316,8,8,True,True,True
9,1.2,12.0,2.4,3.0,1.0,50260734,1.7054631439414238,True,True,0.0,15982,13,13,False,13,1,37,0.9826886953551912,0.9317716248423367,0.9163941886113316,8,8,True,True,True
10,0.8,8.0,1.6,3.0,1.0,50260735,5.714785923302727,True,True,0.0,16224,6,6,False,6,0,0,1.0,0.7563250916510829,0.7563250916510829,8,6,False,False,False
10,0.9,9.0,1.8,3.0,1.0,50260735,5.714785923302727,True,True,0.0,16224,6,6,False,6,0,0,1.0,0.7563250916510829,0.7563250916510829,8,6,False,False,False
10,1.0,10.0,2.0,3.0,1.0,50260735,5.714785923302727,True,True,0.0,16224,6,6,False,6,0,0,1.0,0.7563250916510829,0.7563250916510829,8,6,False,False,False
10,1.1,11.0,2.2,3.0,1.0,50260735,5.714785923302727,True,True,0.0,16224,6,6,False,6,0,0,1.0,0.7563250916510829,0.7563250916510829,8,6,False,False,False
10,1.2,12.0,2.4,3.0,1.0,50260735,5.714785923302727,True,True,0.0,16224,6,6,False,6,0,0,1.0,0.7563250916510829,0.7563250916510829,8,6,False,False,False
11,0.8,8.0,1.6,3.0,1.0,50260736,3.540579634198396,True,True,0.0,15906,4,4,False,4,1,9,0.9844497096994536,0.8870403892730558,0.8720351828694989,8,8,True,True,True
11,0.9,9.0,1.8,3.0,1.0,50260736,3.540579634198396,True,True,0.0,15906,4,4,False,4,1,9,0.9844497096994536,0.8870403892730558,0.8720351828694989,8,8,True,True,True
11,1.0,10.0,2.0,3.0,1.0,50260736,3.540579634198396,True,True,0.0,15906,4,4,False,4,1,9,0.9844497096994536,0.8870403892730558,0.8720351828694989,8,8,True,True,True
11,1.1,11.0,2.2,3.0,1.0,50260736,3.540579634198396,True,True,0.0,15906,4,4,False,4,1,9,0.9844497096994536,0.8870403892730558,0.8720351828694989,8,8,True,True,True
11,1.2,12.0,2.4,3.0,1.0,50260736,3.540579634198396,True,True,0.0,15906,4,4,False,4,1,9,0.9844497096994536,0.8870403892730558,0.8720351828694989,8,8,True,True,True
12,0.8,8.0,1.6,3.0,1.0,50260737,0.6268795493003532,True,True,0.0,15971,3,3,False,3,1,32,0.9807675887978142,0.8921018933910031,0.8740871418088357,8,8,True,True,True
12,0.9,9.0,1.8,3.0,1.0,50260737,0.6268795493003532,True,True,0.0,15971,3,3,False,3,1,32,0.9807675887978142,0.8921018933910031,0.8740871418088357,8,8,True,True,True
12,1.0,10.0,2.0,3.0,1.0,50260737,0.6268795493003532,True,True,0.0,15971,3,3,False,3,1,32,0.9807675887978142,0.8921018933910031,0.8740871418088357,8,8,True,True,True
12,1.1,11.0,2.2,3.0,1.0,50260737,0.6268795493003532,True,True,0.0,15971,3,3,False,3,1,32,0.9807675887978142,0.8921018933910031,0.8740871418088357,8,8,True,True,True
12,1.2,12.0,2.4,3.0,1.0,50260737,0.6268795493003532,True,True,0.0,15971,3,3,False,3,1,32,0.9807675887978142,0.8921018933910031,0.8740871418088357,8,8,True,True,True
13,0.8,8.0,1.6,3.0,1.0,50260738,3.520276229882516,True,True,0.0,16191,16,16,False,16,1,43,0.9824645662568305,0.8631555113012623,0.8477227709221022,8,8,True,True,True
13,0.9,9.0,1.8,3.0,1.0,50260738,3.520276229882516,True,True,0.0,16191,16,16,False,16,1,43,0.9824645662568305,0.8631555113012623,0.8477227709221022,8,8,True,True,True
13,1.0,10.0,2.0,3.0,1.0,50260738,3.520276229882516,True,True,0.0,16191,16,16,False,16,1,43,0.9824645662568305,0.8631555113012623,0.8477227709221022,8,8,True,True,True
13,1.1,11.0,2.2,3.0,1.0,50260738,3.520276229882516,True,True,0.0,16191,16,16,False,16,1,43,0.9824645662568305,0.8631555113012623,0.8477227709221022,8,8,True,True,True
13,1.2,12.0,2.4,3.0,1.0,50260738,3.520276229882516,True,True,0.0,16191,16,16,False,16,1,43,0.9824645662568305,0.8631555113012623,0.8477227709221022,8,8,True,True,True
14,0.8,8.0,1.6,3.0,1.0,50260739,0.9886276275548219,True,True,0.0,15937,8,8,False,8,1,34,0.9814506489071038,0.8318261436682489,0.8157312941646824,8,8,True,True,True
14,0.9,9.0,1.8,3.0,1.0,50260739,0.9886276275548219,True,True,0.0,15937,8,8,False,8,1,34,0.9814506489071038,0.8318261436682489,0.8157312941646824,8,8,True,True,True
14,1.0,10.0,2.0,3.0,1.0,50260739,0.9886276275548219,True,True,0.0,15937,8,8,False,8,0,0,1.0,0.7109438500814873,0.7109438500814873,8,6,False,False,False
14,1.1,11.0,2.2,3.0,1.0,50260739,0.9886276275548219,True,True,0.0,15937,8,8,False,8,0,0,1.0,0.7109438500814873,0.7109438500814873,8,6,False,False,False
14,1.2,12.0,2.4,3.0,1.0,50260739,0.9886276275548219,True,True,0.0,15937,8,8,False,8,0,0,1.0,0.7109438500814873,0.7109438500814873,8,6,False,False,False
15,0.8,8.0,1.6,3.0,1.0,50260740,4.2853403992109635,True,True,0.0,15827,4,4,False,4,0,0,1.0,0.7358405176206575,0.7358405176206575,8,5,False,False,False
15,0.9,9.0,1.8,3.0,1.0,50260740,4.2853403992109635,True,True,0.0,15827,4,4,False,4,0,0,1.0,0.7358405176206575,0.7358405176206575,8,5,False,False,False
15,1.0,10.0,2.0,3.0,1.0,50260740,4.2853403992109635,True,True,0.0,15827,4,4,False,4,0,0,1.0,0.7358405176206575,0.7358405176206575,8,5,False,False,False
15,1.1,11.0,2.2,3.0,1.0,50260740,4.2853403992109635,True,True,0.0,15827,4,4,False,4,0,0,1.0,0.7358405176206575,0.7358405176206575,8,5,False,False,False
15,1.2,12.0,2.4,3.0,1.0,50260740,4.2853403992109635,True,True,0.0,15827,4,4,False,4,0,0,1.0,0.7358405176206575,0.7358405176206575,8,5,False,False,False
16,0.8,8.0,1.6,3.0,1.0,50260741,4.156599688540642,True,True,0.0,16168,1,1,False,1,0,0,1.0,0.7206978781933788,0.7206978781933788,8,6,False,False,False
16,0.9,9.0,1.8,3.0,1.0,50260741,4.156599688540642,True,True,0.0,16168,1,1,False,1,0,0,1.0,0.7206978781933788,0.7206978781933788,8,6,False,False,False
16,1.0,10.0,2.0,3.0,1.0,50260741,4.156599688540642,True,True,0.0,16168,1,1,False,1,0,0,1.0,0.7206978781933788,0.7206978781933788,8,6,False,False,False
16,1.1,11.0,2.2,3.0,1.0,50260741,4.156599688540642,True,True,0.0,16168,1,1,False,1,0,0,1.0,0.7206978781933788,0.7206978781933788,8,6,False,False,False
16,1.2,12.0,2.4,3.0,1.0,50260741,4.156599688540642,True,True,0.0,16168,1,1,False,1,0,0,1.0,0.7206978781933788,0.7206978781933788,8,6,False,False,False
17,0.8,8.0,1.6,3.0,1.0,50260742,1.2400365498747543,True,True,0.0,15504,4,4,False,4,0,0,0.9953195382882882,0.6939310548354898,0.6907582724960408,8,6,False,False,False
17,0.9,9.0,1.8,3.0,1.0,50260742,1.2400365498747543,True,True,0.0,15504,4,4,False,4,0,0,0.9953195382882882,0.6939310548354898,0.6907582724960408,8,6,False,False,False
17,1.0,10.0,2.0,3.0,1.0,50260742,1.2400365498747543,True,True,0.0,15504,4,4,False,4,0,0,0.9953195382882882,0.6939310548354898,0.6907582724960408,8,6,False,False,False
17,1.1,11.0,2.2,3.0,1.0,50260742,1.2400365498747543,True,True,0.0,15504,4,4,False,4,0,0,0.9953195382882882,0.6939310548354898,0.6907582724960408,8,6,False,False,False
17,1.2,12.0,2.4,3.0,1.0,50260742,1.2400365498747543,True,True,0.0,15504,4,4,False,4,0,0,0.9953195382882882,0.6939310548354898,0.6907582724960408,8,6,False,False,False
18,0.8,8.0,1.6,3.0,1.0,50260743,0.9801992095446961,True,True,0.0,15435,25,25,False,25,1,43,0.9819785205287255,0.8484269181540853,0.8324596287119954,8,7,True,True,True
18,0.9,9.0,1.8,3.0,1.0,50260743,0.9801992095446961,True,True,0.0,15435,25,25,False,25,1,43,0.9819785205287255,0.8484269181540853,0.8324596287119954,8,7,True,True,True
18,1.0,10.0,2.0,3.0,1.0,50260743,0.9801992095446961,True,True,0.0,15435,25,25,False,25,1,43,0.9819785205287255,0.8484269181540853,0.8324596287119954,8,7,True,True,True
18,1.1,11.0,2.2,3.0,1.0,50260743,0.9801992095446961,True,True,0.0,15435,25,25,False,25,1,43,0.9819785205287255,0.8484269181540853,0.8324596287119954,8,7,True,True,True
18,1.2,12.0,2.4,3.0,1.0,50260743,0.9801992095446961,True,True,0.0,15435,25,25,False,25,1,43,0.9819785205287255,0.8484269181540853,0.8324596287119954,8,7,True,True,True
19,0.8,8.0,1.6,3.0,1.0,50260744,2.3405469589234884,True,True,0.0,15864,4,4,False,4,0,0,1.0,0.7447217451811158,0.7447217451811158,8,6,False,False,False
19,0.9,9.0,1.8,3.0,1.0,50260744,2.3405469589234884,True,True,0.0,15864,4,4,False,4,0,0,1.0,0.7447217451811158,0.7447217451811158,8,6,False,False,False
19,1.0,10.0,2.0,3.0,1.0,50260744,2.3405469589234884,True,True,0.0,15864,4,4,False,4,0,0,1.0,0.7447217451811158,0.7447217451811158,8,6,False,False,False
19,1.1,11.0,2.2,3.0,1.0,50260744,2.3405469589234884,True,True,0.0,15864,4,4,False,4,0,0,1.0,0.7447217451811158,0.7447217451811158,8,6,False,False,False
19,1.2,12.0,2.4,3.0,1.0,50260744,2.3405469589234884,True,True,0.0,15864,4,4,False,4,0,0,1.0,0.7447217451811158,0.7447217451811158,8,6,False,False,False
20,0.8,8.0,1.6,3.0,1.0,50260745,1.3788287780389752,True,True,0.0,15672,3,3,False,3,1,35,0.9767652834699454,0.8655842985104822,0.8423495819804275,8,8,True,True,True
20,0.9,9.0,1.8,3.0,1.0,50260745,1.3788287780389752,True,True,0.0,15672,3,3,False,3,0,0,1.0,0.7405842985104822,0.7405842985104822,8,7,False,False,False
20,1.0,10.0,2.0,3.0,1.0,50260745,1.3788287780389752,True,True,0.0,15672,3,3,False,3,0,0,1.0,0.7405842985104822,0.7405842985104822,8,7,False,False,False
20,1.1,11.0,2.2,3.0,1.0,50260745,1.3788287780389752,True,True,0.0,15672,3,3,False,3,0,0,1.0,0.7405842985104822,0.7405842985104822,8,7,False,False,False
20,1.2,12.0,2.4,3.0,1.0,50260745,1.3788287780389752,True,True,0.0,15672,3,3,False,3,0,0,1.0,0.7405842985104822,0.7405842985104822,8,7,False,False,False
21,0.8,8.0,1.6,3.0,1.0,50260746,5.525609156846147,True,True,0.0,15779,5,5,False,5,0,0,1.0,0.8015014361289773,0.8015014361289773,8,6,False,False,False
21,0.9,9.0,1.8,3.0,1.0,50260746,5.525609156846147,True,True,0.0,15779,5,5,False,5,0,0,1.0,0.8015014361289773,0.8015014361289773,8,6,False,False,False
21,1.0,10.0,2.0,3.0,1.0,50260746,5.525609156846147,True,True,0.0,15779,5,5,False,5,0,0,1.0,0.8015014361289773,0.8015014361289773,8,6,False,False,False
21,1.1,11.0,2.2,3.0,1.0,50260746,5.525609156846147,True,True,0.0,15779,5,5,False,5,0,0,1.0,0.8015014361289773,0.8015014361289773,8,6,False,False,False
21,1.2,12.0,2.4,3.0,1.0,50260746,5.525609156846147,True,True,0.0,15779,5,5,False,5,0,0,1.0,0.8015014361289773,0.8015014361289773,8,6,False,False,False
22,0.8,8.0,1.6,3.0,1.0,50260747,1.9547055472494776,True,True,0.0,15722,6,6,False,6,1,24,0.9825286031420766,0.7486866544755255,0.7318174986942131,8,7,True,True,True
22,0.9,9.0,1.8,3.0,1.0,50260747,1.9547055472494776,True,True,0.0,15722,6,6,False,6,1,24,0.9825286031420766,0.7486866544755255,0.7318174986942131,8,7,True,True,True
22,1.0,10.0,2.0,3.0,1.0,50260747,1.9547055472494776,True,True,0.0,15722,6,6,False,6,1,24,0.9825286031420766,0.7486866544755255,0.7318174986942131,8,7,True,True,True
22,1.1,11.0,2.2,3.0,1.0,50260747,1.9547055472494776,True,True,0.0,15722,6,6,False,6,1,24,0.9825286031420766,0.7486866544755255,0.7318174986942131,8,7,True,True,True
22,1.2,12.0,2.4,3.0,1.0,50260747,1.9547055472494776,True,True,0.0,15722,6,6,False,6,1,24,0.9825286031420766,0.7486866544755255,0.7318174986942131,8,7,True,True,True
23,0.8,8.0,1.6,3.0,1.0,50260748,1.5857552189561728,True,True,0.0,15525,6,6,False,6,1,58,0.9733228682063211,0.8583448944935526,0.8361423751482197,8,8,True,True,True
23,0.9,9.0,1.8,3.0,1.0,50260748,1.5857552189561728,True,True,0.0,15525,6,6,False,6,1,58,0.9733228682063211,0.8583448944935526,0.8361423751482197,8,8,True,True,True
23,1.0,10.0,2.0,3.0,1.0,50260748,1.5857552189561728,True,True,0.0,15525,6,6,False,6,1,58,0.9733228682063211,0.8583448944935526,0.8361423751482197,8,8,True,True,True
23,1.1,11.0,2.2,3.0,1.0,50260748,1.5857552189561728,True,True,0.0,15525,6,6,False,6,1,58,0.9733228682063211,0.8583448944935526,0.8361423751482197,8,8,True,True,True
23,1.2,12.0,2.4,3.0,1.0,50260748,1.5857552189561728,True,True,0.0,15525,6,6,False,6,1,58,0.9733228682063211,0.8583448944935526,0.8361423751482197,8,8,True,True,True
24,0.8,8.0,1.6,3.0,1.0,50260749,0.44193108489231314,True,True,0.0,15928,10,10,False,10,0,0,1.0,0.6839120221030888,0.6839120221030888,8,6,False,False,False
24,0.9,9.0,1.8,3.0,1.0,50260749,0.44193108489231314,True,True,0.0,15928,10,10,False,10,0,0,1.0,0.6839120221030888,0.6839120221030888,8,6,False,False,False
24,1.0,10.0,2.0,3.0,1.0,50260749,0.44193108489231314,True,True,0.0,15928,10,10,False,10,0,0,1.0,0.6839120221030888,0.6839120221030888,8,6,False,False,False
24,1.1,11.0,2.2,3.0,1.0,50260749,0.44193108489231314,True,True,0.0,15928,10,10,False,10,0,0,1.0,0.6839120221030888,0.6839120221030888,8,6,False,False,False
24,1.2,12.0,2.4,3.0,1.0,50260749,0.44193108489231314,True,True,0.0,15928,10,10,False,10,0,0,1.0,0.6839120221030888,0.6839120221030888,8,6,False,False,False
25,0.8,8.0,1.6,3.0,1.0,50260750,5.049677872782353,True,True,0.0,15672,3,3,False,3,0,0,1.0,0.7939110627592783,0.7939110627592783,8,6,False,False,False
25,0.9,9.0,1.8,3.0,1.0,50260750,5.049677872782353,True,True,0.0,15672,3,3,False,3,0,0,1.0,0.7939110627592783,0.7939110627592783,8,6,False,False,False
25,1.0,10.0,2.0,3.0,1.0,50260750,5.049677872782353,True,True,0.0,15672,3,3,False,3,0,0,1.0,0.7939110627592783,0.7939110627592783,8,6,False,False,False
25,1.1,11.0,2.2,3.0,1.0,50260750,5.049677872782353,True,True,0.0,15672,3,3,False,3,0,0,1.0,0.7939110627592783,0.7939110627592783,8,6,False,False,False
25,1.2,12.0,2.4,3.0,1.0,50260750,5.049677872782353,True,True,0.0,15672,3,3,False,3,0,0,1.0,0.7939110627592783,0.7939110627592783,8,6,False,False,False
26,0.8,8.0,1.6,3.0,1.0,50260751,4.7391679302823455,True,True,0.0,16325,4,4,False,4,0,0,1.0,0.7229692155527139,0.7229692155527139,8,6,False,False,False
26,0.9,9.0,1.8,3.0,1.0,50260751,4.7391679302823455,True,True,0.0,16325,4,4,False,4,0,0,1.0,0.7229692155527139,0.7229692155527139,8,6,False,False,False
26,1.0,10.0,2.0,3.0,1.0,50260751,4.7391679302823455,True,True,0.0,16325,4,4,False,4,0,0,1.0,0.7229692155527139,0.7229692155527139,8,6,False,False,False
26,1.1,11.0,2.2,3.0,1.0,50260751,4.7391679302823455,True,True,0.0,16325,4,4,False,4,0,0,1.0,0.7229692155527139,0.7229692155527139,8,6,False,False,False
26,1.2,12.0,2.4,3.0,1.0,50260751,4.7391679302823455,True,True,0.0,16325,4,4,False,4,0,0,1.0,0.7229692155527139,0.7229692155527139,8,6,False,False,False
27,0.8,8.0,1.6,3.0,1.0,50260752,4.560044363021102,True,True,0.0,16153,6,6,False,6,0,0,1.0,0.7262386006074288,0.7262386006074288,8,6,False,False,False
27,0.9,9.0,1.8,3.0,1.0,50260752,4.560044363021102,True,True,0.0,16153,6,6,False,6,0,0,1.0,0.7262386006074288,0.7262386006074288,8,6,False,False,False
27,1.0,10.0,2.0,3.0,1.0,50260752,4.560044363021102,True,True,0.0,16153,6,6,False,6,0,0,1.0,0.7262386006074288,0.7262386006074288,8,6,False,False,False
27,1.1,11.0,2.2,3.0,1.0,50260752,4.560044363021102,True,True,0.0,16153,6,6,False,6,0,0,1.0,0.7262386006074288,0.7262386006074288,8,6,False,False,False
27,1.2,12.0,2.4,3.0,1.0,50260752,4.560044363021102,True,True,0.0,16153,6,6,False,6,0,0,1.0,0.7262386006074288,0.7262386006074288,8,6,False,False,False
28,0.8,8.0,1.6,3.0,1.0,50260753,3.4128214153334104,True,True,0.0,15845,2,2,False,2,0,0,1.0,0.7547051352293925,0.7547051352293925,8,6,False,False,False
28,0.9,9.0,1.8,3.0,1.0,50260753,3.4128214153334104,True,True,0.0,15845,2,2,False,2,0,0,1.0,0.7547051352293925,0.7547051352293925,8,6,False,False,False
28,1.0,10.0,2.0,3.0,1.0,50260753,3.4128214153334104,True,True,0.0,15845,2,2,False,2,0,0,1.0,0.7547051352293925,0.7547051352293925,8,6,False,False,False
28,1.1,11.0,2.2,3.0,1.0,50260753,3.4128214153334104,True,True,0.0,15845,2,2,False,2,0,0,1.0,0.7547051352293925,0.7547051352293925,8,6,False,False,False
28,1.2,12.0,2.4,3.0,1.0,50260753,3.4128214153334104,True,True,0.0,15845,2,2,False,2,0,0,1.0,0.7547051352293925,0.7547051352293925,8,6,False,False,False
29,0.8,8.0,1.6,3.0,1.0,50260754,0.015298608333530759,True,True,0.0,15884,12,12,False,12,0,0,1.0,0.7777484389724909,0.7777484389724909,8,6,False,False,False
29,0.9,9.0,1.8,3.0,1.0,50260754,0.015298608333530759,True,True,0.0,15884,12,12,False,12,0,0,1.0,0.7777484389724909,0.7777484389724909,8,6,False,False,False
29,1.0,10.0,2.0,3.0,1.0,50260754,0.015298608333530759,True,True,0.0,15884,12,12,False,12,0,0,1.0,0.7777484389724909,0.7777484389724909,8,6,False,False,False
29,1.1,11.0,2.2,3.0,1.0,50260754,0.015298608333530759,True,True,0.0,15884,12,12,False,12,0,0,1.0,0.7777484389724909,0.7777484389724909,8,6,False,False,False
29,1.2,12.0,2.4,3.0,1.0,50260754,0.015298608333530759,True,True,0.0,15884,12,12,False,12,0,0,1.0,0.7777484389724909,0.7777484389724909,8,6,False,False,False
