realisation,gate_factor,delta_bic_threshold,separation_threshold,delta_v_kms,intrinsic_velocity_sigma_kms,velocity_seed,velocity_direction_angle_rad,angle_matches_archived_table3,exact_spatial_reconstruction,stage1_fracture_abs_error_pc,stage1_radius_graph_pairs,t01_stage1_best_group,t02_stage1_best_group,stage1_already_separate,target_parent_gid,s3_accepted_splits,s3_orphans,mean_completeness,mean_purity,mean_jaccard,templates_detected_ge50pct,strict_recoveries_of_8,overlap_best_groups_separate,formal_overlap_resolved,strict_overlap_resolved
251,1.1,11.0,2.2,3.0,1.0,50260976,1.1446873648867064,True,True,0.0,15513,13,13,False,13,1,35,0.9764450990437159,0.9347935869460612,0.9114638288270123,8,8,True,True,True
251,1.2,12.0,2.4,3.0,1.0,50260976,1.1446873648867064,True,True,0.0,15513,13,13,False,13,1,35,0.9764450990437159,0.9347935869460612,0.9114638288270123,8,8,True,True,True
252,0.8,8.0,1.6,3.0,1.0,50260977,0.09762877775042555,True,True,0.0,15754,2,2,False,2,0,0,1.0,0.7357281166571347,0.7357281166571347,8,7,False,False,False
252,0.9,9.0,1.8,3.0,1.0,50260977,0.09762877775042555,True,True,0.0,15754,2,2,False,2,0,0,1.0,0.7357281166571347,0.7357281166571347,8,7,False,False,False
252,1.0,10.0,2.0,3.0,1.0,50260977,0.09762877775042555,True,True,0.0,15754,2,2,False,2,0,0,1.0,0.7357281166571347,0.7357281166571347,8,7,False,False,False
252,1.1,11.0,2.2,3.0,1.0,50260977,0.09762877775042555,True,True,0.0,15754,2,2,False,2,0,0,1.0,0.7357281166571347,0.7357281166571347,8,7,False,False,False
252,1.2,12.0,2.4,3.0,1.0,50260977,0.09762877775042555,True,True,0.0,15754,2,2,False,2,0,0,1.0,0.7357281166571347,0.7357281166571347,8,7,False,False,False
253,0.8,8.0,1.6,3.0,1.0,50260978,5.6406860057050645,True,True,0.0,16106,5,5,False,5,0,0,1.0,0.7294171521872596,0.7294171521872596,8,6,False,False,False
253,0.9,9.0,1.8,3.0,1.0,50260978,5.6406860057050645,True,True,0.0,16106,5,5,False,5,0,0,1.0,0.7294171521872596,0.7294171521872596,8,6,False,False,False
253,1.0,10.0,2.0,3.0,1.0,50260978,5.6406860057050645,True,True,0.0,16106,5,5,False,5,0,0,1.0,0.7294171521872596,0.7294171521872596,8,6,False,False,False
253,1.1,11.0,2.2,3.0,1.0,50260978,5.6406860057050645,True,True,0.0,16106,5,5,False,5,0,0,1.0,0.7294171521872596,0.7294171521872596,8,6,False,False,False
253,1.2,12.0,2.4,3.0,1.0,50260978,5.6406860057050645,True,True,0.0,16106,5,5,False,5,0,0,1.0,0.7294171521872596,0.7294171521872596,8,6,False,False,False
254,0.8,8.0,1.6,3.0,1.0,50260979,0.9517466761501627,True,True,0.0,16058,3,3,False,3,0,0,1.0,0.7199477892360513,0.7199477892360513,8,6,False,False,False
254,0.9,9.0,1.8,3.0,1.0,50260979,0.9517466761501627,True,True,0.0,16058,3,3,False,3,0,0,1.0,0.7199477892360513,0.7199477892360513,8,6,False,False,False
254,1.0,10.0,2.0,3.0,1.0,50260979,0.9517466761501627,True,True,0.0,16058,3,3,False,3,0,0,1.0,0.7199477892360513,0.7199477892360513,8,6,False,False,False
254,1.1,11.0,2.2,3.0,1.0,50260979,0.9517466761501627,True,True,0.0,16058,3,3,False,3,0,0,1.0,0.7199477892360513,0.7199477892360513,8,6,False,False,False
254,1.2,12.0,2.4,3.0,1.0,50260979,0.9517466761501627,True,True,0.0,16058,3,3,False,3,0,0,1.0,0.7199477892360513,0.7199477892360513,8,6,False,False,False
255,0.8,8.0,1.6,3.0,1.0,50260980,0.9710841806698762,True,True,0.0,15650,1,1,False,1,0,0,1.0,0.7215250968387643,0.7215250968387643,8,6,False,False,False
255,0.9,9.0,1.8,3.0,1.0,50260980,0.9710841806698762,True,True,0.0,15650,1,1,False,1,0,0,1.0,0.7215250968387643,0.7215250968387643,8,6,False,False,False
255,1.0,10.0,2.0,3.0,1.0,50260980,0.9710841806698762,True,True,0.0,15650,1,1,False,1,0,0,1.0,0.7215250968387643,0.7215250968387643,8,6,False,False,False
255,1.1,11.0,2.2,3.0,1.0,50260980,0.9710841806698762,True,True,0.0,15650,1,1,False,1,0,0,1.0,0.7215250968387643,0.7215250968387643,8,6,False,False,False
255,1.2,12.0,2.4,3.0,1.0,50260980,0.9710841806698762,True,True,0.0,15650,1,1,False,1,0,0,1.0,0.7215250968387643,0.7215250968387643,8,6,False,False,False
256,0.8,8.0,1.6,3.0,1.0,50260981,2.58746215664821,True,True,0.0,15850,4,4,False,4,1,57,0.9391009221311475,0.9094255405965518,0.8560325147756451,8,7,True,True,False
256,0.9,9.0,1.8,3.0,1.0,50260981,2.58746215664821,True,True,0.0,15850,4,4,False,4,0,0,1.0,0.7859520081017929,0.7859520081017929,8,6,False,False,False
256,1.0,10.0,2.0,3.0,1.0,50260981,2.58746215664821,True,True,0.0,15850,4,4,False,4,0,0,1.0,0.7859520081017929,0.7859520081017929,8,6,False,False,False
256,1.1,11.0,2.2,3.0,1.0,50260981,2.58746215664821,True,True,0.0,15850,4,4,False,4,0,0,1.0,0.7859520081017929,0.7859520081017929,8,6,False,False,False
256,1.2,12.0,2.4,3.0,1.0,50260981,2.58746215664821,True,True,0.0,15850,4,4,False,4,0,0,1.0,0.7859520081017929,0.7859520081017929,8,6,False,False,False
257,0.8,8.0,1.6,3.0,1.0,50260982,4.074414596475892,True,True,0.0,15875,12,12,False,12,1,26,0.979828381147541,0.8892673484702667,0.8698938748593761,8,8,True,True,True
257,0.9,9.0,1.8,3.0,1.0,50260982,4.074414596475892,True,True,0.0,15875,12,12,False,12,1,26,0.979828381147541,0.8892673484702667,0.8698938748593761,8,8,True,True,True
257,1.0,10.0,2.0,3.0,1.0,50260982,4.074414596475892,True,True,0.0,15875,12,12,False,12,1,26,0.979828381147541,0.8892673484702667,0.8698938748593761,8,8,True,True,True
257,1.1,11.0,2.2,3.0,1.0,50260982,4.074414596475892,True,True,0.0,15875,12,12,False,12,1,26,0.979828381147541,0.8892673484702667,0.8698938748593761,8,8,True,True,True
257,1.2,12.0,2.4,3.0,1.0,50260982,4.074414596475892,True,True,0.0,15875,12,12,False,12,1,26,0.979828381147541,0.8892673484702667,0.8698938748593761,8,8,True,True,True
258,0.8,8.0,1.6,3.0,1.0,50260983,4.679380803385436,True,True,0.0,16258,5,5,False,5,0,0,1.0,0.7657146028056321,0.7657146028056321,8,6,False,False,False
258,0.9,9.0,1.8,3.0,1.0,50260983,4.679380803385436,True,True,0.0,16258,5,5,False,5,0,0,1.0,0.7657146028056321,0.7657146028056321,8,6,False,False,False
258,1.0,10.0,2.0,3.0,1.0,50260983,4.679380803385436,True,True,0.0,16258,5,5,False,5,0,0,1.0,0.7657146028056321,0.7657146028056321,8,6,False,False,False
258,1.1,11.0,2.2,3.0,1.0,50260983,4.679380803385436,True,True,0.0,16258,5,5,False,5,0,0,1.0,0.7657146028056321,0.7657146028056321,8,6,False,False,False
258,1.2,12.0,2.4,3.0,1.0,50260983,4.679380803385436,True,True,0.0,16258,5,5,False,5,0,0,1.0,0.7657146028056321,0.7657146028056321,8,6,False,False,False
259,0.8,8.0,1.6,3.0,1.0,50260984,1.3819833272713993,True,True,0.0,16051,2,2,False,2,1,27,0.976349043715847,0.8804506179596813,0.8588717845397268,8,8,True,True,True
259,0.9,9.0,1.8,3.0,1.0,50260984,1.3819833272713993,True,True,0.0,16051,2,2,False,2,1,27,0.976349043715847,0.8804506179596813,0.8588717845397268,8,8,True,True,True
259,1.0,10.0,2.0,3.0,1.0,50260984,1.3819833272713993,True,True,0.0,16051,2,2,False,2,1,27,0.976349043715847,0.8804506179596813,0.8588717845397268,8,8,True,True,True
259,1.1,11.0,2.2,3.0,1.0,50260984,1.3819833272713993,True,True,0.0,16051,2,2,False,2,1,27,0.976349043715847,0.8804506179596813,0.8588717845397268,8,8,True,True,True
259,1.2,12.0,2.4,3.0,1.0,50260984,1.3819833272713993,True,True,0.0,16051,2,2,False,2,1,27,0.976349043715847,0.8804506179596813,0.8588717845397268,8,8,True,True,True
260,0.8,8.0,1.6,3.0,1.0,50260985,4.984242992576499,True,True,0.0,16302,6,6,False,6,0,0,1.0,0.7300130678593162,0.7300130678593162,8,6,False,False,False
260,0.9,9.0,1.8,3.0,1.0,50260985,4.984242992576499,True,True,0.0,16302,6,6,False,6,0,0,1.0,0.7300130678593162,0.7300130678593162,8,6,False,False,False
260,1.0,10.0,2.0,3.0,1.0,50260985,4.984242992576499,True,True,0.0,16302,6,6,False,6,0,0,1.0,0.7300130678593162,0.7300130678593162,8,6,False,False,False
260,1.1,11.0,2.2,3.0,1.0,50260985,4.984242992576499,True,True,0.0,16302,6,6,False,6,0,0,1.0,0.7300130678593162,0.7300130678593162,8,6,False,False,False
260,1.2,12.0,2.4,3.0,1.0,50260985,4.984242992576499,True,True,0.0,16302,6,6,False,6,0,0,1.0,0.7300130678593162,0.7300130678593162,8,6,False,False,False
261,0.8,8.0,1.6,3.0,1.0,50260986,2.2281106108765547,True,True,0.0,16212,1,1,False,1,1,35,0.975527237021858,0.8292368146978331,0.8074514187990814,8,8,True,True,True
261,0.9,9.0,1.8,3.0,1.0,50260986,2.2281106108765547,True,True,0.0,16212,1,1,False,1,1,35,0.975527237021858,0.8292368146978331,0.8074514187990814,8,8,True,True,True
261,1.0,10.0,2.0,3.0,1.0,50260986,2.2281106108765547,True,True,0.0,16212,1,1,False,1,1,35,0.975527237021858,0.8292368146978331,0.8074514187990814,8,8,True,True,True
261,1.1,11.0,2.2,3.0,1.0,50260986,2.2281106108765547,True,True,0.0,16212,1,1,False,1,1,35,0.975527237021858,0.8292368146978331,0.8074514187990814,8,8,True,True,True
261,1.2,12.0,2.4,3.0,1.0,50260986,2.2281106108765547,True,True,0.0,16212,1,1,False,1,1,35,0.975527237021858,0.8292368146978331,0.8074514187990814,8,8,True,True,True
262,0.8,8.0,1.6,3.0,1.0,50260987,0.5356645525906149,True,True,0.0,15942,5,5,False,5,0,0,1.0,0.7978743413775279,0.7978743413775279,8,6,False,False,False
262,0.9,9.0,1.8,3.0,1.0,50260987,0.5356645525906149,True,True,0.0,15942,5,5,False,5,0,0,1.0,0.7978743413775279,0.7978743413775279,8,6,False,False,False
262,1.0,10.0,2.0,3.0,1.0,50260987,0.5356645525906149,True,True,0.0,15942,5,5,False,5,0,0,1.0,0.7978743413775279,0.7978743413775279,8,6,False,False,False
262,1.1,11.0,2.2,3.0,1.0,50260987,0.5356645525906149,True,True,0.0,15942,5,5,False,5,0,0,1.0,0.7978743413775279,0.7978743413775279,8,6,False,False,False
262,1.2,12.0,2.4,3.0,1.0,50260987,0.5356645525906149,True,True,0.0,15942,5,5,False,5,0,0,1.0,0.7978743413775279,0.7978743413775279,8,6,False,False,False
263,0.8,8.0,1.6,3.0,1.0,50260988,2.910416721391355,True,True,0.0,15951,11,11,False,11,0,0,1.0,0.713986511502768,0.713986511502768,8,6,False,False,False
263,0.9,9.0,1.8,3.0,1.0,50260988,2.910416721391355,True,True,0.0,15951,11,11,False,11,0,0,1.0,0.713986511502768,0.713986511502768,8,6,False,False,False
263,1.0,10.0,2.0,3.0,1.0,50260988,2.910416721391355,True,True,0.0,15951,11,11,False,11,0,0,1.0,0.713986511502768,0.713986511502768,8,6,False,False,False
263,1.1,11.0,2.2,3.0,1.0,50260988,2.910416721391355,True,True,0.0,15951,11,11,False,11,0,0,1.0,0.713986511502768,0.713986511502768,8,6,False,False,False
263,1.2,12.0,2.4,3.0,1.0,50260988,2.910416721391355,True,True,0.0,15951,11,11,False,11,0,0,1.0,0.713986511502768,0.713986511502768,8,6,False,False,False
264,0.8,8.0,1.6,3.0,1.0,50260989,5.588953455717377,True,True,0.0,16294,2,2,False,2,0,0,1.0,0.7252915634214372,0.7252915634214372,8,6,False,False,False
264,0.9,9.0,1.8,3.0,1.0,50260989,5.588953455717377,True,True,0.0,16294,2,2,False,2,0,0,1.0,0.7252915634214372,0.7252915634214372,8,6,False,False,False
264,1.0,10.0,2.0,3.0,1.0,50260989,5.588953455717377,True,True,0.0,16294,2,2,False,2,0,0,1.0,0.7252915634214372,0.7252915634214372,8,6,False,False,False
264,1.1,11.0,2.2,3.0,1.0,50260989,5.588953455717377,True,True,0.0,16294,2,2,False,2,0,0,1.0,0.7252915634214372,0.7252915634214372,8,6,False,False,False
264,1.2,12.0,2.4,3.0,1.0,50260989,5.588953455717377,True,True,0.0,16294,2,2,False,2,0,0,1.0,0.7252915634214372,0.7252915634214372,8,6,False,False,False
265,0.8,8.0,1.6,3.0,1.0,50260990,0.49757819694334154,True,True,0.0,15809,15,15,False,15,0,0,1.0,0.7921364270731079,0.7921364270731079,8,6,False,False,False
265,0.9,9.0,1.8,3.0,1.0,50260990,0.49757819694334154,True,True,0.0,15809,15,15,False,15,0,0,1.0,0.7921364270731079,0.7921364270731079,8,6,False,False,False
265,1.0,10.0,2.0,3.0,1.0,50260990,0.49757819694334154,True,True,0.0,15809,15,15,False,15,0,0,1.0,0.7921364270731079,0.7921364270731079,8,6,False,False,False
265,1.1,11.0,2.2,3.0,1.0,50260990,0.49757819694334154,True,True,0.0,15809,15,15,False,15,0,0,1.0,0.7921364270731079,0.7921364270731079,8,6,False,False,False
265,1.2,12.0,2.4,3.0,1.0,50260990,0.49757819694334154,True,True,0.0,15809,15,15,False,15,0,0,1.0,0.7921364270731079,0.7921364270731079,8,6,False,False,False
266,0.8,8.0,1.6,3.0,1.0,50260991,1.8967695129005364,True,True,0.0,16226,4,4,False,4,1,35,0.9839907786885246,0.8287778550367131,0.8159226461108577,8,8,True,True,True
266,0.9,9.0,1.8,3.0,1.0,50260991,1.8967695129005364,True,True,0.0,16226,4,4,False,4,1,35,0.9839907786885246,0.8287778550367131,0.8159226461108577,8,8,True,True,True
266,1.0,10.0,2.0,3.0,1.0,50260991,1.8967695129005364,True,True,0.0,16226,4,4,False,4,1,35,0.9839907786885246,0.8287778550367131,0.8159226461108577,8,8,True,True,True
266,1.1,11.0,2.2,3.0,1.0,50260991,1.8967695129005364,True,True,0.0,16226,4,4,False,4,1,35,0.9839907786885246,0.8287778550367131,0.8159226461108577,8,8,True,True,True
266,1.2,12.0,2.4,3.0,1.0,50260991,1.8967695129005364,True,True,0.0,16226,4,4,False,4,1,35,0.9839907786885246,0.8287778550367131,0.8159226461108577,8,8,True,True,True
267,0.8,8.0,1.6,3.0,1.0,50260992,4.558535072400729,True,True,0.0,15732,4,4,False,4,0,0,1.0,0.7253247736830234,0.7253247736830234,8,6,False,False,False
267,0.9,9.0,1.8,3.0,1.0,50260992,4.558535072400729,True,True,0.0,15732,4,4,False,4,0,0,1.0,0.7253247736830234,0.7253247736830234,8,6,False,False,False
267,1.0,10.0,2.0,3.0,1.0,50260992,4.558535072400729,True,True,0.0,15732,4,4,False,4,0,0,1.0,0.7253247736830234,0.7253247736830234,8,6,False,False,False
267,1.1,11.0,2.2,3.0,1.0,50260992,4.558535072400729,True,True,0.0,15732,4,4,False,4,0,0,1.0,0.7253247736830234,0.7253247736830234,8,6,False,False,False
267,1.2,12.0,2.4,3.0,1.0,50260992,4.558535072400729,True,True,0.0,15732,4,4,False,4,0,0,1.0,0.7253247736830234,0.7253247736830234,8,6,False,False,False
268,0.8,8.0,1.6,3.0,1.0,50260993,6.24633848520236,True,True,0.0,15803,6,6,False,6,1,21,0.9851007513661202,0.8723894960989964,0.8576579331440006,8,8,True,True,True
268,0.9,9.0,1.8,3.0,1.0,50260993,6.24633848520236,True,True,0.0,15803,6,6,False,6,1,21,0.9851007513661202,0.8723894960989964,0.8576579331440006,8,8,True,True,True
268,1.0,10.0,2.0,3.0,1.0,50260993,6.24633848520236,True,True,0.0,15803,6,6,False,6,1,21,0.9851007513661202,0.8723894960989964,0.8576579331440006,8,8,True,True,True
268,1.1,11.0,2.2,3.0,1.0,50260993,6.24633848520236,True,True,0.0,15803,6,6,False,6,1,21,0.9851007513661202,0.8723894960989964,0.8576579331440006,8,8,True,True,True
268,1.2,12.0,2.4,3.0,1.0,50260993,6.24633848520236,True,True,0.0,15803,6,6,False,6,1,21,0.9851007513661202,0.8723894960989964,0.8576579331440006,8,8,True,True,True
269,0.8,8.0,1.6,3.0,1.0,50260994,0.5519883765806916,True,True,0.0,15717,4,4,False,4,1,23,0.9840868340163934,0.8726778261268633,0.8570416733775494,8,8,True,True,True
269,0.9,9.0,1.8,3.0,1.0,50260994,0.5519883765806916,True,True,0.0,15717,4,4,False,4,1,23,0.9840868340163934,0.8726778261268633,0.8570416733775494,8,8,True,True,True
269,1.0,10.0,2.0,3.0,1.0,50260994,0.5519883765806916,True,True,0.0,15717,4,4,False,4,1,23,0.9840868340163934,0.8726778261268633,0.8570416733775494,8,8,True,True,True
269,1.1,11.0,2.2,3.0,1.0,50260994,0.5519883765806916,True,True,0.0,15717,4,4,False,4,1,23,0.9840868340163934,0.8726778261268633,0.8570416733775494,8,8,True,True,True
269,1.2,12.0,2.4,3.0,1.0,50260994,0.5519883765806916,True,True,0.0,15717,4,4,False,4,1,23,0.9840868340163934,0.8726778261268633,0.8570416733775494,8,8,True,True,True
270,0.8,8.0,1.6,3.0,1.0,50260995,0.3619514122453119,True,True,0.0,15984,10,10,False,10,0,0,1.0,0.7307635092418259,0.7307635092418259,8,6,False,False,False
270,0.9,9.0,1.8,3.0,1.0,50260995,0.3619514122453119,True,True,0.0,15984,10,10,False,10,0,0,1.0,0.7307635092418259,0.7307635092418259,8,6,False,False,False
270,1.0,10.0,2.0,3.0,1.0,50260995,0.3619514122453119,True,True,0.0,15984,10,10,False,10,0,0,1.0,0.7307635092418259,0.7307635092418259,8,6,False,False,False
270,1.1,11.0,2.2,3.0,1.0,50260995,0.3619514122453119,True,True,0.0,15984,10,10,False,10,0,0,1.0,0.7307635092418259,0.7307635092418259,8,6,False,False,False
270,1.2,12.0,2.4,3.0,1.0,50260995,0.3619514122453119,True,True,0.0,15984,10,10,False,10,0,0,1.0,0.7307635092418259,0.7307635092418259,8,6,False,False,False
271,0.8,8.0,1.6,3.0,1.0,50260996,3.0749148035442424,True,True,0.0,15847,4,4,False,4,1,27,0.9810984460382514,0.8586140483015782,0.8413020727429831,8,8,True,True,True
271,0.9,9.0,1.8,3.0,1.0,50260996,3.0749148035442424,True,True,0.0,15847,4,4,False,4,1,27,0.9810984460382514,0.8586140483015782,0.8413020727429831,8,8,True,True,True
271,1.0,10.0,2.0,3.0,1.0,50260996,3.0749148035442424,True,True,0.0,15847,4,4,False,4,1,27,0.9810984460382514,0.8586140483015782,0.8413020727429831,8,8,True,True,True
271,1.1,11.0,2.2,3.0,1.0,50260996,3.0749148035442424,True,True,0.0,15847,4,4,False,4,0,0,1.0,0.7403859508495796,0.7403859508495796,8,6,False,False,False
271,1.2,12.0,2.4,3.0,1.0,50260996,3.0749148035442424,True,True,0.0,15847,4,4,False,4,0,0,1.0,0.7403859508495796,0.7403859508495796,8,6,False,False,False
272,0.8,8.0,1.6,3.0,1.0,50260997,2.2166594847942127,True,True,0.0,15918,1,1,False,1,0,0,1.0,0.6992231677331178,0.6992231677331178,8,6,False,False,False
272,0.9,9.0,1.8,3.0,1.0,50260997,2.2166594847942127,True,True,0.0,15918,1,1,False,1,0,0,1.0,0.6992231677331178,0.6992231677331178,8,6,False,False,False
272,1.0,10.0,2.0,3.0,1.0,50260997,2.2166594847942127,True,True,0.0,15918,1,1,False,1,0,0,1.0,0.6992231677331178,0.6992231677331178,8,6,False,False,False
272,1.1,11.0,2.2,3.0,1.0,50260997,2.2166594847942127,True,True,0.0,15918,1,1,False,1,0,0,1.0,0.6992231677331178,0.6992231677331178,8,6,False,False,False
272,1.2,12.0,2.4,3.0,1.0,50260997,2.2166594847942127,True,True,0.0,15918,1,1,False,1,0,0,1.0,0.6992231677331178,0.6992231677331178,8,6,False,False,False
273,0.8,8.0,1.6,3.0,1.0,50260998,4.552861454941814,True,True,0.0,16447,6,6,False,6,0,0,1.0,0.7763381742929159,0.7763381742929159,8,6,False,False,False
273,0.9,9.0,1.8,3.0,1.0,50260998,4.552861454941814,True,True,0.0,16447,6,6,False,6,0,0,1.0,0.7763381742929159,0.7763381742929159,8,6,False,False,False
273,1.0,10.0,2.0,3.0,1.0,50260998,4.552861454941814,True,True,0.0,16447,6,6,False,6,0,0,1.0,0.7763381742929159,0.7763381742929159,8,6,False,False,False
273,1.1,11.0,2.2,3.0,1.0,50260998,4.552861454941814,True,True,0.0,16447,6,6,False,6,0,0,1.0,0.7763381742929159,0.7763381742929159,8,6,False,False,False
273,1.2,12.0,2.4,3.0,1.0,50260998,4.552861454941814,True,True,0.0,16447,6,6,False,6,0,0,1.0,0.7763381742929159,0.7763381742929159,8,6,False,False,False
274,0.8,8.0,1.6,3.0,1.0,50260999,1.9914909288446903,True,True,0.0,16097,6,6,False,6,1,13,0.985228825136612,0.9105527987435154,0.8967521530345457,8,8,True,True,True
274,0.9,9.0,1.8,3.0,1.0,50260999,1.9914909288446903,True,True,0.0,16097,6,6,False,6,1,13,0.985228825136612,0.9105527987435154,0.8967521530345457,8,8,True,True,True
274,1.0,10.0,2.0,3.0,1.0,50260999,1.9914909288446903,True,True,0.0,16097,6,6,False,6,1,13,0.985228825136612,0.9105527987435154,0.8967521530345457,8,8,True,True,True
274,1.1,11.0,2.2,3.0,1.0,50260999,1.9914909288446903,True,True,0.0,16097,6,6,False,6,1,13,0.985228825136612,0.9105527987435154,0.8967521530345457,8,8,True,True,True
274,1.2,12.0,2.4,3.0,1.0,50260999,1.9914909288446903,True,True,0.0,16097,6,6,False,6,1,13,0.985228825136612,0.9105527987435154,0.8967521530345457,8,8,True,True,True
275,0.8,8.0,1.6,3.0,1.0,50261000,3.6262064430346657,True,True,0.0,16481,1,1,False,1,0,0,1.0,0.7184217727585631,0.7184217727585631,8,6,False,False,False
275,0.9,9.0,1.8,3.0,1.0,50261000,3.6262064430346657,True,True,0.0,16481,1,1,False,1,0,0,1.0,0.7184217727585631,0.7184217727585631,8,6,False,False,False
275,1.0,10.0,2.0,3.0,1.0,50261000,3.6262064430346657,True,True,0.0,16481,1,1,False,1,0,0,1.0,0.7184217727585631,0.7184217727585631,8,6,False,False,False
275,1.1,11.0,2.2,3.0,1.0,50261000,3.6262064430346657,True,True,0.0,16481,1,1,False,1,0,0,1.0,0.7184217727585631,0.7184217727585631,8,6,False,False,False
275,1.2,12.0,2.4,3.0,1.0,50261000,3.6262064430346657,True,True,0.0,16481,1,1,False,1,0,0,1.0,0.7184217727585631,0.7184217727585631,8,6,False,False,False
276,0.8,8.0,1.6,3.0,1.0,50261001,4.35435426628438,True,True,0.0,15690,8,8,False,8,1,35,0.9790172472677596,0.9166111751239691,0.8964157192469061,8,8,True,True,True
276,0.9,9.0,1.8,3.0,1.0,50261001,4.35435426628438,True,True,0.0,15690,8,8,False,8,1,35,0.9790172472677596,0.9166111751239691,0.8964157192469061,8,8,True,True,True
276,1.0,10.0,2.0,3.0,1.0,50261001,4.35435426628438,True,True,0.0,15690,8,8,False,8,1,35,0.9790172472677596,0.9166111751239691,0.8964157192469061,8,8,True,True,True
276,1.1,11.0,2.2,3.0,1.0,50261001,4.35435426628438,True,True,0.0,15690,8,8,False,8,1,35,0.9790172472677596,0.9166111751239691,0.8964157192469061,8,8,True,True,True
276,1.2,12.0,2.4,3.0,1.0,50261001,4.35435426628438,True,True,0.0,15690,8,8,False,8,1,35,0.9790172472677596,0.9166111751239691,0.8964157192469061,8,8,True,True,True
277,0.8,8.0,1.6,3.0,1.0,50261002,2.7791881454248153,True,True,0.0,16067,2,2,False,2,0,0,1.0,0.70502769707078,0.70502769707078,8,6,False,False,False
277,0.9,9.0,1.8,3.0,1.0,50261002,2.7791881454248153,True,True,0.0,16067,2,2,False,2,0,0,1.0,0.70502769707078,0.70502769707078,8,6,False,False,False
277,1.0,10.0,2.0,3.0,1.0,50261002,2.7791881454248153,True,True,0.0,16067,2,2,False,2,0,0,1.0,0.70502769707078,0.70502769707078,8,6,False,False,False
277,1.1,11.0,2.2,3.0,1.0,50261002,2.7791881454248153,True,True,0.0,16067,2,2,False,2,0,0,1.0,0.70502769707078,0.70502769707078,8,6,False,False,False
277,1.2,12.0,2.4,3.0,1.0,50261002,2.7791881454248153,True,True,0.0,16067,2,2,False,2,0,0,1.0,0.70502769707078,0.70502769707078,8,6,False,False,False
278,0.8,8.0,1.6,3.0,1.0,50261003,4.556817567575187,True,True,0.0,15931,1,1,False,1,0,0,1.0,0.7209853573169486,0.7209853573169486,8,6,False,False,False
278,0.9,9.0,1.8,3.0,1.0,50261003,4.556817567575187,True,True,0.0,15931,1,1,False,1,0,0,1.0,0.7209853573169486,0.7209853573169486,8,6,False,False,False
278,1.0,10.0,2.0,3.0,1.0,50261003,4.556817567575187,True,True,0.0,15931,1,1,False,1,0,0,1.0,0.7209853573169486,0.7209853573169486,8,6,False,False,False
278,1.1,11.0,2.2,3.0,1.0,50261003,4.556817567575187,True,True,0.0,15931,1,1,False,1,0,0,1.0,0.7209853573169486,0.7209853573169486,8,6,False,False,False
278,1.2,12.0,2.4,3.0,1.0,50261003,4.556817567575187,True,True,0.0,15931,1,1,False,1,0,0,1.0,0.7209853573169486,0.7209853573169486,8,6,False,False,False
279,0.8,8.0,1.6,3.0,1.0,50261004,0.5185288846848315,True,True,0.0,15770,7,7,False,7,0,0,1.0,0.7381572482498431,0.7381572482498431,8,6,False,False,False
279,0.9,9.0,1.8,3.0,1.0,50261004,0.5185288846848315,True,True,0.0,15770,7,7,False,7,0,0,1.0,0.7381572482498431,0.7381572482498431,8,6,False,False,False
279,1.0,10.0,2.0,3.0,1.0,50261004,0.5185288846848315,True,True,0.0,15770,7,7,False,7,0,0,1.0,0.7381572482498431,0.7381572482498431,8,6,False,False,False
279,1.1,11.0,2.2,3.0,1.0,50261004,0.5185288846848315,True,True,0.0,15770,7,7,False,7,0,0,1.0,0.7381572482498431,0.7381572482498431,8,6,False,False,False
279,1.2,12.0,2.4,3.0,1.0,50261004,0.5185288846848315,True,True,0.0,15770,7,7,False,7,0,0,1.0,0.7381572482498431,0.7381572482498431,8,6,False,False,False
280,0.8,8.0,1.6,3.0,1.0,50261005,3.202425163959102,True,True,0.0,16284,1,1,False,1,0,0,1.0,0.6795461737701787,0.6795461737701787,8,6,False,False,False
280,0.9,9.0,1.8,3.0,1.0,50261005,3.202425163959102,True,True,0.0,16284,1,1,False,1,0,0,1.0,0.6795461737701787,0.6795461737701787,8,6,False,False,False
280,1.0,10.0,2.0,3.0,1.0,50261005,3.202425163959102,True,True,0.0,16284,1,1,False,1,0,0,1.0,0.6795461737701787,0.6795461737701787,8,6,False,False,False
280,1.1,11.0,2.2,3.0,1.0,50261005,3.202425163959102,True,True,0.0,16284,1,1,False,1,0,0,1.0,0.6795461737701787,0.6795461737701787,8,6,False,False,False
280,1.2,12.0,2.4,3.0,1.0,50261005,3.202425163959102,True,True,0.0,16284,1,1,False,1,0,0,1.0,0.6795461737701787,0.6795461737701787,8,6,False,False,False
281,0.8,8.0,1.6,3.0,1.0,50261006,2.6313248110701726,True,True,0.0,16155,1,1,False,1,0,0,1.0,0.6957353058062896,0.6957353058062896,8,6,False,False,False
281,0.9,9.0,1.8,3.0,1.0,50261006,2.6313248110701726,True,True,0.0,16155,1,1,False,1,0,0,1.0,0.6957353058062896,0.6957353058062896,8,6,False,False,False
281,1.0,10.0,2.0,3.0,1.0,50261006,2.6313248110701726,True,True,0.0,16155,1,1,False,1,0,0,1.0,0.6957353058062896,0.6957353058062896,8,6,False,False,False
281,1.1,11.0,2.2,3.0,1.0,50261006,2.6313248110701726,True,True,0.0,16155,1,1,False,1,0,0,1.0,0.6957353058062896,0.6957353058062896,8,6,False,False,False
